time_s,time_h,Vladimir,Zheleznogorsk,Khabarovsk,Murmansk,Novosibirsk,Vladivostok,Yakutsk,Minsk,Almaty,Urumqi,Delhi,Yangon,Jakarta,Tehran,Johannesburg,Nairobi,Luanda,Havana,Caracas,Buenos_Aires
0.0,0.0,14,13,15,6,14,16,13,13,15,14,10,9,9,15,9,7,10,12,9,15
600.0,0.1667,12,13,15,5,15,15,11,13,15,15,11,9,11,13,11,9,9,12,8,14
1200.0,0.3333,13,12,15,8,13,15,10,12,14,16,9,9,7,13,11,10,8,10,9,16
1800.0,0.5,11,12,15,8,14,16,10,14,15,15,10,9,6,13,10,8,9,10,8,14
2400.0,0.6667,12,13,14,8,13,15,11,15,15,15,10,10,8,14,11,7,8,9,9,13
3000.0,0.8333,14,13,15,8,13,15,10,15,15,17,10,10,8,15,12,8,8,8,8,11
3600.0,1.0,14,13,14,7,14,15,10,13,15,14,11,10,9,15,11,8,8,8,8,14
4200.0,1.1667,13,13,14,6,14,16,11,14,15,15,10,10,8,14,9,7,7,9,8,14
4800.0,1.3333,14,13,15,4,13,15,11,13,16,15,10,9,10,14,11,9,8,10,10,16
5400.0,1.5,14,12,15,7,15,15,11,13,15,15,10,8,9,13,11,9,10,12,7,14
6000.0,1.6667,12,12,18,7,14,15,10,14,14,16,11,9,8,15,9,10,9,11,8,16
6600.0,1.8333,12,14,16,8,14,15,10,12,15,15,11,9,8,15,10,9,7,10,9,14
7200.0,2.0,14,13,17,7,13,15,10,14,16,14,11,8,9,15,10,8,7,9,9,14
7800.0,2.1667,13,14,14,8,14,14,9,14,15,15,10,9,9,14,10,8,8,9,9,12
8400.0,2.3333,13,14,12,5,13,16,11,13,15,16,9,9,10,13,10,10,9,9,8,13
9000.0,2.5,14,13,14,4,13,15,12,14,15,15,10,8,8,14,9,8,9,10,9,14
9600.0,2.6667,12,12,16,6,14,15,11,14,14,15,10,8,9,13,10,7,9,9,10,14
10200.0,2.8333,12,14,16,7,13,15,11,13,17,15,11,10,8,14,9,9,9,10,7,13
10800.0,3.0,14,13,15,8,12,15,11,13,15,16,13,10,8,16,11,8,10,11,7,14
11400.0,3.1667,14,13,15,9,14,15,11,13,15,15,13,8,6,15,10,9,8,10,9,13
12000.0,3.3333,13,14,15,8,14,15,9,14,16,16,11,8,9,16,8,8,9,10,8,14
12600.0,3.5,14,14,14,6,14,16,11,14,15,14,12,9,10,14,10,6,8,10,9,13
13200.0,3.6667,14,13,15,5,14,15,13,15,15,14,10,10,9,13,12,9,8,11,8,15
13800.0,3.8333,12,11,16,7,14,16,11,16,15,15,9,8,6,12,10,8,10,10,9,14
14400.0,4.0,11,12,15,8,12,16,11,14,15,16,11,8,8,13,10,7,8,9,8,13
15000.0,4.1667,13,13,17,8,12,16,11,14,16,16,13,10,8,14,10,7,8,10,8,12
15600.0,4.3333,12,15,15,8,14,16,11,14,15,15,13,10,8,16,12,8,8,9,9,14
16200.0,4.5,13,14,13,6,13,15,11,13,15,15,11,9,7,15,12,9,8,9,11,14
16800.0,4.6667,13,12,15,6,14,15,13,13,15,15,10,9,9,14,8,6,9,10,9,15
17400.0,4.8333,12,13,15,5,15,15,11,14,15,15,10,9,10,12,10,8,9,11,9,14
18000.0,5.0,13,12,15,8,13,15,9,13,14,16,10,8,8,14,10,9,7,10,7,17
18600.0,5.1667,11,12,15,8,14,16,10,15,15,15,10,10,6,13,10,8,8,10,8,14
19200.0,5.3333,12,13,14,8,13,14,10,14,15,15,10,10,8,14,12,7,8,9,9,14
19800.0,5.5,14,14,15,7,13,14,9,14,15,17,10,10,8,15,13,8,9,8,8,12
20400.0,5.6667,14,13,14,7,14,15,10,13,15,14,10,10,9,14,11,9,8,8,8,13
21000.0,5.8333,13,14,14,4,14,16,12,14,15,14,10,10,8,14,9,10,9,8,8,14
21600.0,6.0,15,14,15,4,13,15,11,13,16,15,10,9,10,14,9,8,9,9,9,16
22200.0,6.1667,14,11,15,7,14,15,10,13,15,15,10,9,9,13,10,9,10,12,7,14
22800.0,6.3333,12,12,18,7,14,15,10,14,14,16,11,9,9,15,10,8,8,11,8,15
23400.0,6.5,12,14,16,8,13,15,10,12,15,15,12,9,8,14,12,8,8,10,9,14
24000.0,6.6667,14,13,16,8,13,15,10,14,16,15,12,8,9,15,12,9,9,9,9,14
24600.0,6.8333,13,13,14,8,14,14,10,14,15,15,10,9,10,14,10,9,10,10,8,12
25200.0,7.0,13,14,13,5,13,15,11,14,15,15,9,10,10,13,10,10,9,9,8,13
25800.0,7.1667,14,13,14,4,13,15,12,14,15,16,10,7,8,13,10,9,9,10,9,14
26400.0,7.3333,12,12,15,6,14,15,11,14,14,15,10,8,9,14,9,8,9,10,9,14
27000.0,7.5,12,14,15,8,13,15,11,13,16,15,11,10,8,14,10,7,8,10,8,13
27600.0,7.6667,14,13,15,8,12,15,11,13,16,16,14,10,8,17,12,9,7,12,9,14
28200.0,7.8333,14,13,15,8,14,15,11,14,15,15,14,7,6,14,12,9,7,9,8,13
28800.0,8.0,13,14,15,8,14,15,10,14,16,16,11,8,8,16,9,8,10,9,8,14
29400.0,8.1667,14,14,14,5,14,16,12,13,15,14,10,9,11,14,9,6,9,11,8,13
30000.0,8.3333,14,13,15,6,14,15,12,14,15,14,9,10,9,13,9,9,8,11,8,15
30600.0,8.5,12,11,16,8,14,16,11,15,15,15,10,8,7,12,10,8,8,9,8,14
31200.0,8.6667,11,12,14,8,12,16,11,13,15,16,10,9,8,13,10,7,8,9,8,13
31800.0,8.8333,13,12,17,8,12,15,11,14,16,16,12,10,8,14,11,7,8,9,9,12
32400.0,9.0,12,15,16,8,14,16,11,15,15,15,13,10,8,15,12,8,8,9,10,14
33000.0,9.1667,13,13,15,6,13,15,12,13,15,14,11,10,7,13,13,9,8,8,9,14
33600.0,9.3333,15,12,15,5,14,16,13,13,15,15,10,9,8,14,10,6,9,8,8,14
34200.0,9.5,12,13,14,6,15,15,12,14,16,15,10,9,10,12,10,8,10,9,8,13
34800.0,9.6667,12,11,15,8,13,15,9,13,15,16,10,8,8,14,9,9,7,12,8,16
35400.0,9.8333,11,12,15,8,14,16,10,14,15,15,10,9,8,13,10,9,7,12,9,14
36000.0,10.0,13,14,15,7,14,16,11,14,15,15,10,9,8,14,13,8,8,10,9,13
36600.0,10.1667,14,14,13,7,13,14,10,15,15,17,10,9,7,15,12,8,9,9,9,11
37200.0,10.3333,14,13,13,7,13,14,11,13,15,15,10,10,9,13,12,9,8,8,9,13
37800.0,10.5,13,14,15,4,14,16,12,15,15,14,10,10,8,13,9,10,9,9,9,15
38400.0,10.6667,14,14,16,5,13,16,12,13,16,15,10,8,9,13,9,9,9,9,8,16
39000.0,10.8333,14,11,15,7,13,16,11,13,15,15,10,9,8,13,9,9,8,10,8,13
39600.0,11.0,12,12,17,7,14,16,10,14,15,16,12,10,9,16,11,8,8,12,10,14
40200.0,11.1667,13,14,15,9,13,15,9,12,15,15,12,10,9,15,12,9,9,11,11,14
40800.0,11.3333,14,13,15,8,13,14,9,13,16,15,12,8,10,17,11,9,10,9,9,14
41400.0,11.5,14,13,15,8,15,13,10,14,15,15,10,9,8,14,11,8,10,9,7,13
