time_s,time_h,Vladimir,Zheleznogorsk,Khabarovsk,Murmansk,Novosibirsk,Vladivostok,Yakutsk,Minsk,Almaty,Urumqi,Delhi,Yangon,Jakarta,Tehran,Johannesburg,Nairobi,Luanda,Havana,Caracas,Buenos_Aires
0.0,0.0,2,2,1,3,2,1,2,2,1,1,2,1,0,1,1,0,2,1,0,0
600.0,0.1667,2,2,2,3,1,2,2,1,2,1,2,1,0,1,1,0,2,1,0,1
1200.0,0.3333,2,2,2,3,1,2,2,1,2,1,2,1,0,1,1,0,2,1,0,1
1800.0,0.5,2,2,2,3,1,2,2,1,2,1,2,0,0,1,1,0,2,0,0,1
2400.0,0.6667,2,2,2,3,1,2,1,2,1,1,2,0,0,1,1,0,2,0,0,1
3000.0,0.8333,2,2,2,3,1,2,1,2,1,2,2,0,0,1,1,0,2,0,0,2
3600.0,1.0,2,2,1,3,1,1,1,2,1,2,1,0,0,1,1,0,2,0,0,2
4200.0,1.1667,2,2,2,3,1,1,1,2,1,2,1,0,0,1,0,0,1,1,0,2
4800.0,1.3333,2,2,2,3,1,1,1,2,1,2,1,0,0,1,0,0,0,1,0,1
5400.0,1.5,1,2,2,3,2,1,1,2,1,2,1,0,0,2,0,0,0,1,0,1
6000.0,1.6667,1,2,2,3,2,1,1,2,1,2,1,0,1,2,0,0,0,1,0,1
6600.0,1.8333,1,2,2,3,2,1,1,1,1,1,1,1,1,2,0,1,0,1,0,1
7200.0,2.0,1,2,2,3,2,1,1,1,1,1,0,1,1,2,0,1,0,1,0,1
7800.0,2.1667,2,2,2,3,2,2,1,1,1,1,0,2,1,2,1,1,0,1,0,1
8400.0,2.3333,2,2,2,3,2,2,2,1,1,1,1,2,1,1,1,2,0,2,0,1
9000.0,2.5,2,1,2,3,2,2,2,1,1,1,1,2,1,1,1,2,0,2,0,1
9600.0,2.6667,2,2,2,4,1,2,2,1,1,1,1,2,1,1,1,2,0,2,0,1
10200.0,2.8333,2,2,2,3,1,2,2,1,1,1,1,2,1,1,1,2,0,2,0,1
10800.0,3.0,2,2,2,3,1,2,2,1,1,1,1,2,1,1,2,2,0,2,0,1
11400.0,3.1667,2,2,2,3,1,2,2,1,1,1,1,2,0,1,2,2,0,2,0,0
12000.0,3.3333,2,2,1,3,2,1,2,1,1,2,1,1,0,1,2,2,0,2,0,0
12600.0,3.5,2,2,1,3,2,1,2,2,1,2,1,1,0,1,2,1,0,2,0,0
13200.0,3.6667,2,1,1,3,2,1,2,2,1,2,2,1,0,1,2,1,1,1,0,1
13800.0,3.8333,2,1,1,3,2,1,2,2,1,2,2,1,0,1,2,1,1,1,0,1
14400.0,4.0,1,1,2,3,2,2,3,2,1,1,2,1,0,2,1,0,2,1,0,1
15000.0,4.1667,1,1,2,3,1,2,2,2,1,1,2,1,0,1,1,0,2,0,0,1
15600.0,4.3333,1,1,2,3,1,2,2,2,1,1,2,1,0,1,1,0,2,0,0,1
16200.0,4.5,1,1,2,3,1,2,1,2,0,1,2,0,0,1,1,0,2,0,0,1
16800.0,4.6667,1,1,2,3,1,2,1,2,0,1,2,0,0,1,1,0,2,0,0,1
17400.0,4.8333,1,2,2,3,1,2,1,2,0,1,2,0,0,1,1,0,1,0,0,1
18000.0,5.0,1,2,1,3,1,2,1,2,0,2,1,0,0,1,1,0,0,0,1,2
18600.0,5.1667,1,2,2,3,1,1,1,2,0,2,1,0,0,1,1,0,0,1,1,2
19200.0,5.3333,1,2,2,3,1,1,1,2,0,1,1,0,0,2,0,0,0,1,1,2
19800.0,5.5,1,2,2,3,1,1,1,2,0,1,1,0,1,2,0,0,0,1,1,2
20400.0,5.6667,1,1,2,3,1,1,2,2,0,1,1,0,1,2,0,0,0,1,2,1
21000.0,5.8333,1,1,2,3,1,1,2,2,0,1,1,0,2,2,1,1,0,1,2,1
21600.0,6.0,1,1,2,3,1,2,2,2,1,1,1,1,2,2,1,1,0,1,2,1
22200.0,6.1667,2,1,2,3,1,2,2,2,1,1,0,1,2,1,1,1,0,1,2,1
22800.0,6.3333,2,1,2,3,1,2,2,2,1,1,1,2,2,1,1,1,0,1,1,1
23400.0,6.5,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,1,0,2,0,1
24000.0,6.6667,2,2,2,3,2,2,2,1,1,1,1,2,1,1,1,1,0,2,0,1
24600.0,6.8333,2,2,2,3,2,2,2,1,1,1,1,1,1,1,2,1,0,2,0,0
25200.0,7.0,2,2,2,3,2,2,2,1,1,1,1,1,1,1,2,1,0,2,0,0
25800.0,7.1667,1,2,2,3,2,2,2,1,1,1,1,1,1,1,2,1,0,2,0,0
26400.0,7.3333,1,2,2,3,2,1,2,1,1,1,1,1,0,1,2,1,0,2,0,1
27000.0,7.5,1,2,1,3,2,1,2,2,1,1,2,1,0,1,2,1,0,1,0,1
27600.0,7.6667,1,1,1,3,2,1,2,3,1,0,2,1,0,1,2,1,0,1,0,1
28200.0,7.8333,1,1,2,3,2,1,2,3,1,0,2,1,0,1,2,1,0,0,0,1
28800.0,8.0,2,1,2,3,1,2,1,2,1,0,2,1,0,1,2,0,0,0,0,1
29400.0,8.1667,2,1,2,3,1,2,1,2,0,0,2,1,0,0,1,0,0,0,0,1
30000.0,8.3333,2,1,2,3,1,2,1,2,0,0,2,1,0,1,1,0,0,0,0,1
30600.0,8.5,2,1,2,3,1,2,1,2,0,0,2,0,0,1,1,0,0,0,0,1
