n_points,coverage_4sats_pct,coverage_good_pdop_pct,n_sats_min,n_sats_max,n_sats_mean,pdop_min,pdop_max,pdop_mean,pdop_p95,gdop_mean,gdop_p95,time_s,time_h
765,98.04,82.48,3,13,8.26,1.444,3356.942,19.373,10.432,20.786,10.985,0.0,0.0
765,97.78,81.83,3,13,8.25,1.399,47.963,4.436,10.517,4.769,11.081,600.0,0.1667
765,97.65,81.31,3,13,8.27,1.269,23.261,4.025,8.633,4.34,9.351,1200.0,0.3333
765,98.3,80.65,3,13,8.26,1.311,86.694,4.366,8.293,4.727,9.332,1800.0,0.5
765,98.56,74.77,3,13,8.27,1.312,115.223,5.391,12.158,5.923,13.575,2400.0,0.6667
765,98.3,72.55,3,13,8.21,1.313,1849.261,22.964,42.984,25.677,52.153,3000.0,0.8333
765,99.22,73.59,3,13,8.27,1.313,1138.05,14.205,15.14,15.986,16.745,3600.0,1.0
765,98.82,79.48,3,13,8.26,1.312,196.757,5.027,8.553,5.433,9.566,4200.0,1.1667
765,97.65,80.39,3,13,8.27,1.263,64.167,4.338,9.261,4.676,9.697,4800.0,1.3333
765,97.65,82.22,3,13,8.26,1.264,34.645,4.146,9.8,4.457,10.294,5400.0,1.5
765,97.78,83.01,3,13,8.26,1.449,235.382,6.876,9.635,7.395,10.207,6000.0,1.6667
765,97.65,80.92,3,13,8.24,1.424,54.376,4.288,9.502,4.606,10.089,6600.0,1.8333
765,97.39,80.52,3,13,8.28,1.278,25.906,4.213,8.897,4.544,9.496,7200.0,2.0
765,98.17,79.22,3,13,8.29,1.284,46.973,4.226,8.312,4.568,9.227,7800.0,2.1667
765,98.95,75.95,3,13,8.29,1.312,56.557,4.893,11.586,5.356,12.478,8400.0,2.3333
765,99.08,72.94,3,13,8.27,1.315,259.124,9.409,29.764,10.554,35.081,9000.0,2.5
765,98.69,73.33,3,13,8.27,1.314,265.675,7.357,17.716,8.142,19.781,9600.0,2.6667
765,98.3,78.04,3,13,8.3,1.288,29.457,4.482,9.887,4.874,11.023,10200.0,2.8333
765,97.78,80.39,3,13,8.28,1.28,21.29,4.123,8.904,4.455,9.537,10800.0,3.0
765,97.39,80.13,3,13,8.23,1.413,35.314,4.205,9.521,4.524,9.971,11400.0,3.1667
765,97.91,81.05,3,13,8.26,1.431,2603.361,11.981,10.204,13.069,10.794,12000.0,3.3333
765,97.78,80.78,3,13,8.26,1.408,111.889,4.776,10.204,5.131,10.895,12600.0,3.5
765,97.65,80.26,3,13,8.26,1.266,27.505,4.192,9.337,4.52,9.853,13200.0,3.6667
765,97.91,79.87,3,13,8.3,1.311,22.255,4.102,8.539,4.435,9.202,13800.0,3.8333
765,98.69,75.29,3,13,8.32,1.312,39.173,4.565,9.683,4.981,10.892,14400.0,4.0
765,98.82,72.81,3,13,8.26,1.313,3936.319,22.46,25.888,26.476,29.091,15000.0,4.1667
765,99.08,72.94,3,13,8.29,1.313,139.455,6.749,22.225,7.463,24.966,15600.0,4.3333
765,98.95,75.56,3,13,8.3,1.312,35.677,4.604,9.847,5.023,10.681,16200.0,4.5
765,97.91,80.39,3,13,8.26,1.312,22.087,4.111,8.55,4.447,9.217,16800.0,4.6667
765,97.78,80.0,3,13,8.23,1.267,30.589,4.355,9.558,4.699,10.136,17400.0,4.8333
765,97.39,80.39,3,13,8.24,1.405,182.485,5.132,10.053,5.517,10.581,18000.0,5.0
765,97.78,80.92,3,13,8.25,1.434,182.936,5.252,9.988,5.656,10.685,18600.0,5.1667
765,97.52,80.26,3,13,8.25,1.273,32.227,4.246,9.658,4.569,10.229,19200.0,5.3333
765,97.91,79.74,3,13,8.29,1.279,21.477,4.112,8.783,4.444,9.467,19800.0,5.5
765,98.69,77.78,3,13,8.29,1.311,31.065,4.497,9.756,4.894,10.67,20400.0,5.6667
765,98.69,72.42,3,13,8.3,1.313,86.354,6.21,18.561,6.869,20.886,21000.0,5.8333
765,98.69,72.81,3,13,8.3,1.315,182.578,8.189,28.668,9.126,32.57,21600.0,6.0
765,98.69,75.95,3,13,8.31,1.313,47.536,4.829,10.977,5.284,12.64,22200.0,6.1667
765,97.91,78.82,3,13,8.3,1.286,38.607,4.181,8.374,4.519,9.079,22800.0,6.3333
765,97.65,79.74,3,13,8.25,1.28,26.512,4.253,9.037,4.585,9.63,23400.0,6.5
765,97.91,81.31,3,13,8.24,1.421,57.386,4.377,9.89,4.702,10.448,24000.0,6.6667
765,97.78,82.22,3,13,8.24,1.453,295.868,6.19,9.535,6.651,10.039,24600.0,6.8333
765,96.99,80.92,3,13,8.25,1.263,40.228,4.245,9.603,4.57,10.095,25200.0,7.0
765,97.25,79.87,3,13,8.27,1.261,22.563,4.122,8.885,4.454,9.528,25800.0,7.1667
765,98.56,77.25,3,13,8.29,1.313,94.343,4.565,8.734,4.953,9.95,26400.0,7.3333
765,99.08,72.94,3,13,8.27,1.314,894.882,10.569,15.406,11.818,17.254,27000.0,7.5
765,98.82,74.38,3,13,8.27,1.313,2250.004,19.326,30.52,22.037,36.006,27600.0,7.6667
765,98.69,75.16,3,13,8.32,1.312,79.855,5.203,10.952,5.71,12.557,28200.0,7.8333
765,97.91,80.13,3,13,8.31,1.31,60.143,4.269,8.415,4.622,9.439,28800.0,8.0
765,97.65,80.78,3,13,8.28,1.27,23.454,4.069,9.074,4.389,9.586,29400.0,8.1667
765,97.78,81.05,3,13,8.25,1.424,57.546,4.442,10.129,4.776,10.679,30000.0,8.3333
765,97.65,81.57,3,13,8.26,1.448,497.245,6.763,10.45,7.274,11.008,30600.0,8.5
765,97.52,80.78,3,13,8.23,1.42,48.759,4.316,9.928,4.637,10.464,31200.0,8.6667
765,97.91,80.92,3,13,8.26,1.274,22.383,4.104,8.955,4.429,9.499,31800.0,8.8333
765,98.43,80.0,3,13,8.27,1.31,1945.776,9.433,8.6,10.044,9.79,32400.0,9.0
765,98.82,74.12,3,13,8.3,1.312,193.147,7.003,13.05,7.769,14.784,33000.0,9.1667
765,98.17,73.07,3,13,8.23,1.314,21110.039,97.69,34.972,107.455,41.226,33600.0,9.3333
765,99.08,73.46,3,13,8.27,1.315,586.952,7.648,11.924,8.492,14.41,34200.0,9.5
765,98.3,80.0,3,13,8.28,1.311,24.869,4.193,8.453,4.55,9.68,34800.0,9.6667
765,97.25,80.65,3,13,8.25,1.285,23.278,4.11,9.209,4.44,9.83,35400.0,9.8333
765,97.39,81.44,3,13,8.26,1.262,39.848,4.231,9.385,4.55,9.891,36000.0,10.0
765,98.04,83.27,3,13,8.25,1.481,354.127,7.472,9.937,8.029,10.471,36600.0,10.1667
765,97.65,82.09,3,13,8.25,1.413,48.189,4.222,9.335,4.535,9.914,37200.0,10.3333
765,97.78,81.44,3,13,8.24,1.284,28.594,4.23,9.033,4.561,9.527,37800.0,10.5
765,98.04,79.35,3,13,8.25,1.31,32.728,4.23,8.33,4.577,9.257,38400.0,10.6667
765,98.43,75.03,3,13,8.24,1.314,68.814,5.304,11.54,5.823,12.8,39000.0,10.8333
765,98.82,72.81,3,13,8.21,1.314,1380.902,17.169,41.409,19.248,47.403,39600.0,11.0
765,98.43,72.81,3,13,8.24,1.312,221.819,6.293,15.915,6.966,18.241,40200.0,11.1667
765,98.56,80.52,3,13,8.24,1.31,42.077,4.38,8.98,4.758,10.051,40800.0,11.3333
765,97.91,80.92,3,13,8.25,1.274,21.804,4.041,9.127,4.365,9.638,41400.0,11.5
765,97.78,81.83,3,13,8.24,1.27,34.628,4.182,9.901,4.498,10.458,42000.0,11.6667
765,97.78,81.96,3,13,8.26,1.444,550.969,8.343,10.109,9.034,10.627,42600.0,11.8333
765,97.65,81.57,3,13,8.22,1.399,112.999,4.901,9.855,5.269,10.462,43200.0,12.0
765,98.17,81.31,3,13,8.23,1.27,27.952,4.232,9.303,4.56,9.87,43800.0,12.1667
765,98.17,82.22,3,13,8.27,1.275,26.24,4.037,8.202,4.359,8.996,44400.0,12.3333
765,99.08,75.82,3,13,8.28,1.311,43.896,4.537,9.477,4.943,10.14,45000.0,12.5
765,98.56,72.55,3,13,8.21,1.313,4090.957,23.904,25.372,26.795,28.933,45600.0,12.6667
765,98.82,74.12,3,13,8.23,1.314,300.709,7.082,18.473,7.842,21.095,46200.0,12.8333
765,97.78,75.95,3,13,8.24,1.314,32.971,4.322,8.878,4.706,10.104,46800.0,13.0
765,97.25,81.96,3,13,8.22,1.263,22.23,3.981,8.569,4.301,9.275,47400.0,13.1667
765,97.25,81.7,3,13,8.2,1.264,29.742,4.101,9.413,4.42,9.935,48000.0,13.3333
765,98.04,82.61,3,13,8.23,1.415,377.507,6.833,10.264,7.389,10.824,48600.0,13.5
765,98.04,82.75,3,13,8.24,1.423,305.503,6.067,9.955,6.553,10.516,49200.0,13.6667
765,98.04,81.83,3,13,8.23,1.262,32.151,4.205,9.721,4.529,10.227,49800.0,13.8333
765,98.17,82.22,3,13,8.26,1.285,22.448,4.128,8.742,4.457,9.388,50400.0,14.0
765,98.43,77.39,3,13,8.26,1.312,33.496,4.386,9.227,4.765,10.487,51000.0,14.1667
765,98.69,72.81,3,13,8.24,1.316,689.553,8.443,20.522,9.414,23.136,51600.0,14.3333
765,98.95,74.12,3,13,8.23,1.314,376.915,7.432,26.395,8.29,30.134,52200.0,14.5
765,98.95,77.52,3,13,8.26,1.311,42.191,4.507,9.697,4.907,10.864,52800.0,14.6667
765,98.3,81.18,3,13,8.28,1.279,27.938,4.037,8.159,4.359,8.954,53400.0,14.8333
765,97.78,82.88,3,13,8.22,1.274,27.905,4.092,9.259,4.41,9.852,54000.0,15.0
765,97.52,83.27,3,13,8.2,1.432,165.513,5.125,9.472,5.516,9.981,54600.0,15.1667
765,97.65,84.18,3,13,8.22,1.438,304.63,6.838,9.568,7.369,10.038,55200.0,15.3333
765,97.65,84.05,3,13,8.22,1.266,36.782,4.088,9.092,4.397,9.625,55800.0,15.5
765,98.56,83.14,3,13,8.24,1.271,172.66,4.434,8.981,4.768,9.616,56400.0,15.6667
765,99.08,81.18,3,13,8.26,1.311,44.424,4.324,8.763,4.684,9.664,57000.0,15.8333
765,98.95,74.25,3,13,8.24,1.312,587.838,8.37,16.504,9.327,18.527,57600.0,16.0
765,98.3,73.46,3,13,8.2,1.313,220.289,8.374,29.2,9.279,33.519,58200.0,16.1667
765,98.69,76.86,3,13,8.24,1.313,62.46,4.837,10.635,5.288,12.062,58800.0,16.3333
765,98.43,82.48,3,13,8.22,1.312,35.743,4.157,8.363,4.499,9.229,59400.0,16.5
765,97.65,83.79,3,13,8.23,1.266,24.538,3.913,8.607,4.22,9.265,60000.0,16.6667
765,97.78,84.31,3,13,8.22,1.406,56.683,4.34,9.582,4.665,10.18,60600.0,16.8333
765,98.04,84.84,3,13,8.22,1.482,288.193,6.975,9.973,7.511,10.534,61200.0,17.0
765,98.04,83.92,3,13,8.18,1.301,49.562,4.204,9.792,4.522,10.308,61800.0,17.1667
765,97.78,83.4,3,13,8.23,1.28,23.38,4.038,9.326,4.357,9.87,62400.0,17.3333
765,98.43,81.83,3,13,8.27,1.287,102.611,4.444,8.407,4.8,9.38,63000.0,17.5
765,98.69,74.12,3,13,8.24,1.313,878.581,10.75,11.765,12.008,14.294,63600.0,17.6667
765,97.78,73.07,3,13,8.21,1.316,5683.548,27.639,35.561,30.482,40.874,64200.0,17.8333
765,98.69,75.42,3,13,8.24,1.313,169.748,5.849,11.088,6.43,13.471,64800.0,18.0
765,98.43,81.83,3,13,8.28,1.285,1770.813,11.062,8.215,11.703,9.266,65400.0,18.1667
765,97.91,83.01,3,13,8.22,1.278,23.929,4.075,9.248,4.397,9.795,66000.0,18.3333
765,97.78,83.53,3,13,8.19,1.302,56.963,4.29,9.519,4.613,10.059,66600.0,18.5
765,98.04,84.58,3,13,8.23,1.452,721.461,8.746,9.98,9.407,10.535,67200.0,18.6667
765,97.78,83.92,3,13,8.21,1.404,48.951,4.277,9.973,4.6,10.505,67800.0,18.8333
765,97.65,83.53,3,13,8.24,1.267,23.813,3.893,8.391,4.198,9.19,68400.0,19.0
765,98.3,83.14,3,13,8.24,1.313,53.437,4.205,8.169,4.55,9.082,69000.0,19.1667
765,98.56,76.08,3,13,8.24,1.313,88.796,5.021,10.709,5.499,12.444,69600.0,19.3333
765,98.3,72.68,3,13,8.19,1.313,656.786,12.278,37.956,13.641,44.703,70200.0,19.5
765,98.95,74.38,3,13,8.25,1.312,629.739,11.0,14.934,12.32,16.795,70800.0,19.6667
765,98.82,81.31,3,13,8.27,1.311,80.035,4.424,8.629,4.783,9.506,71400.0,19.8333
765,97.78,82.09,3,13,8.23,1.27,88.676,4.237,9.157,4.562,9.856,72000.0,20.0
765,97.65,84.05,3,13,8.24,1.266,33.969,4.034,8.634,4.335,9.134,72600.0,20.1667
765,97.65,83.66,3,13,8.23,1.441,245.959,7.445,9.528,8.028,9.997,73200.0,20.3333
765,97.65,82.09,3,13,8.18,1.303,113.843,4.914,9.999,5.29,10.495,73800.0,20.5
765,97.78,82.48,3,13,8.23,1.275,26.664,4.106,9.046,4.428,9.664,74400.0,20.6667
765,98.3,80.78,3,13,8.28,1.281,36.265,4.066,8.152,4.393,8.931,75000.0,20.8333
765,98.82,76.86,3,13,8.26,1.312,50.261,4.601,10.374,5.014,11.519,75600.0,21.0
765,98.43,73.33,3,13,8.23,1.314,478.145,8.601,26.232,9.644,30.149,76200.0,21.1667
765,98.56,74.38,3,13,8.24,1.315,1087.015,10.127,15.309,11.183,17.984,76800.0,21.3333
765,98.43,78.17,3,13,8.27,1.311,30.765,4.343,8.705,4.711,9.993,77400.0,21.5
765,98.17,81.83,3,13,8.27,1.284,22.397,4.108,8.784,4.435,9.394,78000.0,21.6667
765,98.04,82.09,3,13,8.23,1.262,34.979,4.153,9.827,4.469,10.349,78600.0,21.8333
765,98.04,82.48,3,13,8.24,1.425,1783.178,12.413,10.293,13.544,10.814,79200.0,22.0
765,97.78,81.96,3,13,8.25,1.412,119.188,4.984,10.241,5.355,10.871,79800.0,22.1667
765,97.65,81.57,3,13,8.21,1.264,28.055,4.11,9.412,4.431,9.951,80400.0,22.3333
765,97.12,80.92,3,13,8.22,1.31,22.246,4.02,8.573,4.347,9.177,81000.0,22.5
765,98.04,76.47,3,13,8.26,1.313,36.527,4.391,9.213,4.782,10.353,81600.0,22.6667
765,98.82,72.94,3,13,8.24,1.313,10653.24,48.859,23.695,58.466,26.557,82200.0,22.8333
765,99.08,72.55,3,13,8.22,1.313,262.773,7.696,26.777,8.56,30.207,82800.0,23.0
765,99.08,75.42,3,13,8.28,1.311,38.097,4.578,9.81,4.985,10.581,83400.0,23.1667
765,98.17,81.05,3,13,8.27,1.274,22.058,4.057,8.312,4.382,9.186,84000.0,23.3333
765,97.78,81.18,3,13,8.24,1.269,29.45,4.234,9.318,4.562,9.865,84600.0,23.5
765,97.39,81.44,3,13,8.24,1.445,165.188,5.024,9.797,5.402,10.31,85200.0,23.6667
765,97.78,81.44,3,13,8.26,1.441,318.438,6.901,9.952,7.444,10.583,85800.0,23.8333
