n_points,coverage_4sats_pct,coverage_good_pdop_pct,n_sats_min,n_sats_max,n_sats_mean,pdop_min,pdop_max,pdop_mean,pdop_p95,gdop_mean,gdop_p95,time_s,time_h
765,65.23,45.62,2,7,4.17,2.0,3285.955,37.223,93.654,39.522,98.018,0.0,0.0
765,66.93,36.08,1,7,4.09,1.719,165.892,18.363,55.523,19.499,59.755,600.0,0.1667
765,65.88,45.62,1,7,4.14,2.045,5321.213,38.998,32.186,46.912,33.67,1200.0,0.3333
765,67.58,39.61,1,7,4.1,1.817,26.756,7.396,17.146,7.902,18.037,1800.0,0.5
765,66.01,48.76,2,7,4.15,2.071,78.189,6.582,13.993,7.291,16.463,2400.0,0.6667
765,66.93,43.53,1,7,4.1,1.901,42.208,6.25,13.715,6.722,14.718,3000.0,0.8333
765,67.58,46.93,1,7,4.11,2.148,47.899,6.126,13.214,6.645,13.799,3600.0,1.0
765,67.19,50.85,2,7,4.15,2.279,52.039,5.902,11.137,6.46,11.872,4200.0,1.1667
765,68.76,42.61,1,7,4.14,1.919,21.392,6.387,14.169,6.865,15.516,4800.0,1.3333
765,66.27,46.8,1,7,4.18,2.072,1109.265,12.333,20.411,14.405,20.886,5400.0,1.5
765,67.32,36.34,1,7,4.11,1.759,39.538,9.965,25.794,10.586,28.662,6000.0,1.6667
765,66.27,46.27,2,7,4.17,2.0,78.903,8.599,38.588,9.632,39.617,6600.0,1.8333
765,67.19,34.64,1,7,4.07,1.722,18943.95,210.976,605.941,223.281,630.526,7200.0,2.0
765,64.97,45.62,2,7,4.16,2.038,297.019,9.396,36.016,10.662,41.372,7800.0,2.1667
765,67.32,36.08,1,7,4.07,1.775,54.826,11.099,29.208,11.778,30.959,8400.0,2.3333
765,65.49,47.19,2,7,4.16,2.097,501.654,10.309,23.326,11.785,23.83,9000.0,2.5
765,67.19,41.05,1,7,4.09,1.924,43.791,6.706,14.843,7.177,16.336,9600.0,2.6667
765,66.67,49.28,2,7,4.13,2.229,56.179,6.052,12.341,6.633,14.799,10200.0,2.8333
765,68.24,46.41,1,7,4.11,2.235,45.958,6.077,12.976,6.58,13.45,10800.0,3.0
765,67.32,45.23,1,7,4.1,1.895,43.665,5.96,13.076,6.431,13.683,11400.0,3.1667
765,64.71,48.37,2,7,4.16,2.066,65.365,6.521,16.335,7.183,17.141,12000.0,3.3333
765,68.37,39.61,1,7,4.12,1.901,30.523,7.353,17.443,7.839,18.217,12600.0,3.5
765,66.67,47.06,1,7,4.17,2.023,371.438,11.333,24.397,13.037,26.414,13200.0,3.6667
765,67.19,36.6,1,7,4.09,1.736,89.922,13.746,38.276,14.62,39.886,13800.0,3.8333
765,66.67,46.67,2,7,4.18,2.083,9132.459,53.522,64.026,64.514,65.613,14400.0,4.0
765,67.45,34.38,1,7,4.1,1.719,1639.825,38.798,98.575,40.858,106.658,15000.0,4.1667
765,66.01,45.23,1,7,4.16,2.041,516.555,13.487,33.466,14.981,38.682,15600.0,4.3333
765,67.32,39.35,1,7,4.12,1.812,31.102,7.857,18.882,8.365,19.754,16200.0,4.5
765,65.88,47.84,1,7,4.14,2.057,169.342,7.102,11.306,7.966,13.841,16800.0,4.6667
765,67.19,44.18,1,7,4.08,1.907,41.998,6.204,13.943,6.676,15.229,17400.0,4.8333
765,67.06,48.89,1,7,4.11,2.298,47.164,5.792,11.509,6.286,12.39,18000.0,5.0
765,66.8,48.63,2,7,4.11,2.288,49.453,6.003,12.354,6.528,13.027,18600.0,5.1667
765,68.1,43.27,1,7,4.1,1.913,19.234,6.262,13.521,6.736,15.461,19200.0,5.3333
765,66.14,48.24,1,7,4.13,2.084,1156.735,11.592,13.568,13.53,15.994,19800.0,5.5
765,68.37,39.22,1,7,4.12,1.847,32.467,8.485,20.472,9.048,21.632,20400.0,5.6667
765,66.27,46.8,1,7,4.16,2.003,1342.521,18.523,32.007,20.255,34.508,21000.0,5.8333
765,67.06,34.38,1,7,4.11,1.723,498.684,40.837,129.328,43.075,136.0,21600.0,6.0
765,66.41,46.54,2,7,4.2,2.038,174.063,11.576,51.427,12.749,54.516,22200.0,6.1667
765,68.24,35.69,1,7,4.1,1.725,75.969,13.391,36.517,14.263,38.27,22800.0,6.3333
