n_points,coverage_4sats_pct,coverage_good_pdop_pct,n_sats_min,n_sats_max,n_sats_mean,pdop_min,pdop_max,pdop_mean,pdop_p95,gdop_mean,gdop_p95,time_s,time_h
765,82.48,64.05,2,9,5.07,1.825,462135.49,1084.77,566.319,1123.014,588.434,0.0,0.0
765,83.53,65.36,2,9,5.08,1.646,318.438,8.299,31.066,9.398,32.491,600.0,0.1667
765,82.75,67.71,2,8,5.08,1.666,659.185,7.42,19.953,8.365,20.842,1200.0,0.3333
765,82.88,69.41,2,9,5.09,1.675,817.707,8.922,14.318,9.528,14.949,1800.0,0.5
765,83.4,55.56,2,8,5.06,1.681,364.651,6.633,12.412,7.086,13.048,2400.0,0.6667
765,83.4,49.41,2,9,5.07,1.696,6488.505,23.223,33.185,24.413,35.358,3000.0,0.8333
765,83.27,49.15,2,9,5.06,1.699,384.728,10.646,25.645,11.312,26.583,3600.0,1.0
765,83.79,54.9,2,8,5.09,1.68,154.591,6.198,13.159,6.658,14.009,4200.0,1.1667
765,82.35,68.63,2,9,5.05,1.674,318.007,6.414,14.358,6.971,15.505,4800.0,1.3333
765,82.88,66.27,2,8,5.03,1.663,1269.0,11.092,20.773,12.975,22.742,5400.0,1.5
765,83.53,63.53,2,9,5.05,1.642,12134.8,33.242,39.604,41.245,42.245,6000.0,1.6667
765,83.53,63.66,2,9,5.05,1.862,1407.925,18.637,75.596,21.258,78.548,6600.0,1.8333
765,82.75,63.27,2,9,5.05,1.65,1281.667,13.488,34.866,15.956,36.649,7200.0,2.0
765,81.18,65.75,2,8,5.02,1.668,4056.399,15.192,20.855,17.982,24.356,7800.0,2.1667
765,81.44,64.97,2,9,5.02,1.677,126.997,5.522,14.334,6.007,15.331,8400.0,2.3333
765,82.48,53.33,2,8,4.98,1.683,270.686,6.599,12.951,7.05,13.685,9000.0,2.5
765,83.27,49.93,2,9,5.01,1.708,895.429,19.927,71.122,21.166,75.151,9600.0,2.6667
765,83.01,51.37,2,9,4.99,1.703,1930.433,10.609,17.919,11.321,18.92,10200.0,2.8333
765,82.75,59.48,2,9,5.02,1.678,103.107,5.543,12.454,5.991,13.17,10800.0,3.0
765,81.7,67.45,2,8,5.03,1.673,111.401,6.015,16.732,6.617,17.823,11400.0,3.1667
765,82.22,64.31,2,8,5.03,1.66,1123.059,13.553,27.881,15.919,29.995,12000.0,3.3333
765,83.79,62.75,2,8,5.02,1.675,1269.477,15.898,48.73,18.893,52.174,12600.0,3.5
765,83.53,62.61,2,8,5.0,1.85,686.563,16.041,47.325,18.426,57.668,13200.0,3.6667
765,82.48,63.27,2,8,5.01,1.654,597.832,11.103,32.593,13.032,34.494,13800.0,3.8333
765,82.75,67.19,2,8,5.03,1.67,195.715,6.658,19.484,7.431,22.991,14400.0,4.0
765,82.61,62.61,2,9,5.05,1.676,107.538,5.435,13.022,5.904,14.384,15000.0,4.1667
765,82.75,51.9,2,8,5.0,1.685,23750.084,44.168,14.584,47.313,15.206,15600.0,4.3333
765,83.66,49.67,2,9,5.01,1.713,12844.852,96.699,291.665,106.494,317.348,16200.0,4.5
765,82.75,51.76,2,9,4.99,1.687,1760.716,9.883,15.909,10.558,16.662,16800.0,4.6667
765,81.83,60.65,2,9,5.01,1.679,41.041,5.233,12.007,5.673,13.263,17400.0,4.8333
765,81.18,66.14,2,8,5.02,1.671,115.511,6.029,17.089,6.708,18.526,18000.0,5.0
765,81.7,63.27,2,9,5.04,1.657,683.775,11.431,30.449,13.358,33.017,18600.0,5.1667
765,83.4,62.61,2,9,5.06,1.877,3687.098,26.012,51.499,30.519,60.504,19200.0,5.3333
765,84.31,63.4,2,9,5.04,1.857,1085.774,14.099,42.399,16.502,51.243,19800.0,5.5
765,82.48,64.84,2,8,5.04,1.658,954.301,11.378,21.845,13.313,23.669,20400.0,5.6667
765,82.61,68.63,2,8,5.04,1.672,101.228,5.889,15.835,6.518,17.366,21000.0,5.8333
765,83.79,60.13,2,8,5.08,1.677,160.376,5.514,12.055,5.969,12.882,21600.0,6.0
765,83.14,49.8,2,8,5.04,1.692,450.691,9.266,17.897,9.837,18.538,22200.0,6.1667
765,83.79,49.15,2,9,5.06,1.704,691.334,24.088,101.367,26.059,107.714,22800.0,6.3333
765,82.88,53.33,2,8,5.05,1.685,126.845,6.295,13.348,6.727,13.871,23400.0,6.5
765,83.4,66.41,2,9,5.09,1.678,123.04,5.668,11.994,6.119,13.147,24000.0,6.6667
765,82.88,68.76,2,8,5.08,1.67,266.256,6.553,18.115,7.229,18.985,24600.0,6.8333
765,83.01,65.75,2,9,5.09,1.652,371.276,8.267,25.617,9.453,26.594,25200.0,7.0
765,83.14,64.58,2,9,5.09,1.802,191.909,11.075,54.704,12.136,56.805,25800.0,7.1667
765,83.53,63.92,2,8,5.07,1.648,23900.704,48.655,42.431,59.677,45.615,26400.0,7.3333
765,82.22,64.71,2,8,5.04,1.661,12224.336,29.385,20.674,34.41,21.727,27000.0,7.5
765,82.88,66.27,2,8,5.04,1.674,277.577,6.646,16.38,7.403,17.139,27600.0,7.6667
765,84.97,55.95,2,8,5.03,1.685,372.141,6.816,13.74,7.628,15.25,28200.0,7.8333
765,84.71,50.2,2,8,4.99,1.695,2330.778,19.931,20.879,20.97,21.96,28800.0,8.0
765,84.05,53.07,2,9,5.02,1.661,7677.489,42.778,55.431,44.088,58.025,29400.0,8.1667
765,82.09,55.42,2,8,5.0,1.648,112.621,6.16,13.477,6.617,14.619,30000.0,8.3333
765,81.57,66.8,2,9,5.05,1.679,179.336,5.111,13.345,5.559,14.405,30600.0,8.5
765,81.7,67.84,2,8,5.06,1.667,808.674,6.928,12.475,7.882,14.499,31200.0,8.6667
765,81.96,65.62,2,9,5.09,1.649,3401.859,14.16,23.621,17.029,26.567,31800.0,8.8333
765,80.78,64.97,2,9,5.1,1.87,1923.731,23.998,99.62,26.813,104.502,32400.0,9.0
765,81.83,65.88,2,9,5.14,1.643,464.287,9.196,26.182,10.646,30.219,33000.0,9.1667
765,80.65,67.06,2,8,5.11,1.664,781.072,8.328,13.479,9.567,14.609,33600.0,9.3333
765,79.74,66.93,2,8,5.09,1.676,707.9,6.021,9.945,6.48,10.95,34200.0,9.5
765,80.52,50.07,2,8,5.04,1.683,371.724,6.419,13.302,6.893,13.935,34800.0,9.6667
765,81.05,46.8,2,9,5.02,1.716,1425.176,14.835,31.679,15.915,33.764,35400.0,9.8333
765,81.96,51.9,2,8,5.02,1.703,163.792,10.555,29.221,11.344,30.904,36000.0,10.0
765,82.35,60.52,2,8,5.01,1.69,320.938,5.888,13.695,6.365,14.281,36600.0,10.1667
765,82.09,70.33,2,8,5.04,1.674,3415.632,15.014,14.136,16.047,15.967,37200.0,10.3333
765,82.22,68.1,2,9,5.03,1.665,380.185,7.803,17.113,8.67,18.663,37800.0,10.5
765,83.4,65.88,2,9,5.05,1.646,306.323,7.507,21.811,8.431,24.153,38400.0,10.6667
765,83.53,63.01,2,9,5.07,1.814,2092.185,24.694,133.181,26.377,141.31,39000.0,10.8333
765,83.01,65.1,2,9,5.1,1.648,9998.501,25.869,21.684,27.843,24.128,39600.0,11.0
765,82.22,65.75,2,8,5.11,1.844,648.315,8.792,25.634,9.905,27.702,40200.0,11.1667
765,82.09,65.62,2,9,5.12,1.813,235.308,6.378,14.433,7.152,15.582,40800.0,11.3333
765,82.88,52.68,2,8,5.05,1.811,220.431,7.4,13.95,8.125,16.102,41400.0,11.5
765,82.61,49.28,2,9,5.05,1.794,540.928,12.732,46.035,13.895,48.117,42000.0,11.6667
765,81.05,52.03,2,10,5.02,1.661,1450.397,17.466,30.663,18.39,31.617,42600.0,11.8333
765,81.44,60.78,2,8,5.04,1.649,111.532,5.564,13.469,6.043,13.999,43200.0,12.0
765,80.13,69.54,2,9,5.01,1.751,64.289,4.806,10.578,5.273,11.283,43800.0,12.1667
765,81.31,68.1,2,9,4.99,1.746,1505.905,14.479,11.714,16.527,13.48,44400.0,12.3333
765,82.35,67.45,2,9,4.99,1.73,1796.206,11.45,26.813,13.379,28.181,45000.0,12.5
765,82.09,67.19,2,9,4.98,1.859,17183.18,39.118,53.716,46.124,57.991,45600.0,12.6667
765,80.92,66.27,2,9,4.98,1.652,615.651,7.98,15.02,9.119,16.849,46200.0,12.8333
765,79.74,69.41,2,8,5.0,1.669,577.754,6.347,10.483,7.104,12.058,46800.0,13.0
765,80.13,63.4,2,8,5.02,1.766,35.699,4.837,9.472,5.282,10.932,47400.0,13.1667
765,79.87,49.28,2,8,5.02,1.698,53.238,6.703,17.498,7.238,19.134,48000.0,13.3333
765,80.65,48.76,2,8,5.03,1.724,882.597,22.898,93.415,25.087,101.584,48600.0,13.5
765,80.0,55.56,2,8,5.04,1.794,94.328,6.837,16.606,7.394,17.719,49200.0,13.6667
765,81.96,66.93,2,8,5.07,1.891,1093.821,6.591,11.6,7.382,12.199,49800.0,13.8333
