time_s,time_h,Vladimir,Zheleznogorsk,Khabarovsk,Murmansk,Novosibirsk,Vladivostok,Yakutsk,Minsk,Almaty,Urumqi,Delhi,Yangon,Jakarta,Tehran,Johannesburg,Nairobi,Luanda,Havana,Caracas,Buenos_Aires
0.0,0.0,8,9,9,5,9,10,4,8,10,9,6,3,4,9,5,6,5,4,6,9
600.0,0.1667,8,7,9,4,8,8,7,8,9,10,7,5,5,7,7,7,6,6,5,8
1200.0,0.3333,8,7,7,4,9,9,7,8,8,8,7,6,5,9,6,5,4,6,5,9
1800.0,0.5,9,8,9,4,7,9,5,7,9,10,6,5,3,10,5,4,6,6,6,9
2400.0,0.6667,7,7,7,3,8,8,8,7,9,10,7,7,6,8,6,4,4,7,5,7
3000.0,0.8333,9,8,9,5,8,9,5,9,9,9,6,5,6,8,6,4,6,5,5,8
3600.0,1.0,8,8,10,3,8,10,7,8,10,10,5,6,5,10,7,3,5,6,6,10
4200.0,1.1667,7,8,9,3,8,8,7,8,8,8,8,8,7,8,6,5,5,6,4,9
4800.0,1.3333,9,9,11,5,8,10,4,8,10,9,5,5,4,8,6,5,7,5,5,7
5400.0,1.5,7,8,9,4,8,9,8,8,9,9,6,6,6,8,6,7,5,6,7,9
6000.0,1.6667,8,9,10,6,9,10,5,8,9,7,8,4,5,8,6,5,5,5,4,9
6600.0,1.8333,8,6,10,4,7,10,6,9,9,9,6,5,4,6,7,6,6,5,6,7
7200.0,2.0,7,8,8,4,9,9,8,8,7,10,7,5,5,10,5,5,4,6,4,9
7800.0,2.1667,8,9,9,5,8,10,5,8,9,9,6,4,4,9,5,5,5,6,6,9
8400.0,2.3333,8,8,9,4,7,8,7,8,8,10,7,6,5,8,7,6,7,6,5,8
9000.0,2.5,8,8,7,5,8,8,7,10,9,8,6,6,5,10,6,4,7,5,5,8
9600.0,2.6667,9,8,9,4,8,9,7,7,10,10,5,5,3,10,6,3,5,6,6,8
10200.0,2.8333,8,8,8,3,8,8,7,7,9,9,8,8,6,8,6,4,4,7,5,8
10800.0,3.0,9,8,10,6,8,10,5,8,10,9,5,4,6,8,5,4,6,6,4,8
11400.0,3.1667,7,6,9,3,7,10,8,9,10,9,5,6,5,10,6,5,5,6,6,10
12000.0,3.3333,8,8,9,4,8,10,7,8,10,8,8,6,6,8,6,5,5,6,5,8
12600.0,3.5,7,9,10,3,7,10,4,8,10,9,6,5,4,8,7,6,6,4,6,7
13200.0,3.6667,8,7,9,4,8,9,8,8,9,9,6,5,5,8,7,7,5,6,5,8
13800.0,3.8333,8,9,9,5,9,10,5,8,10,9,7,3,4,9,7,5,5,5,6,9
14400.0,4.0,8,7,9,4,8,9,7,8,9,10,6,4,5,7,8,7,6,6,6,7
15000.0,4.1667,7,7,7,4,9,9,8,8,7,9,8,6,5,9,6,5,4,7,4,9
15600.0,4.3333,9,8,9,5,7,9,5,8,9,10,6,4,3,9,5,5,6,6,6,9
16200.0,4.5,7,6,8,4,8,8,7,7,9,10,8,6,6,9,7,5,4,7,4,8
16800.0,4.6667,9,8,8,5,9,7,7,9,9,8,6,5,5,8,6,3,6,5,5,8
17400.0,4.8333,9,8,9,3,8,10,7,8,10,10,5,6,4,10,6,3,5,5,6,8
18000.0,5.0,7,8,9,3,8,8,7,8,8,9,8,8,7,8,6,4,4,6,4,8
18600.0,5.1667,9,9,10,5,8,10,5,8,10,9,5,5,5,8,6,5,6,6,4,8
19200.0,5.3333,7,7,9,3,8,9,8,9,10,9,6,6,6,8,6,6,5,6,6,10
19800.0,5.5,8,9,9,5,9,10,7,8,9,7,8,5,5,8,6,5,5,5,4,9
20400.0,5.6667,8,7,10,3,8,10,5,8,10,9,5,6,3,8,7,6,6,5,6,7
21000.0,5.8333,7,7,8,4,9,8,8,8,8,10,7,4,5,10,5,6,3,6,5,8
21600.0,6.0,8,8,9,5,8,10,4,8,9,9,6,3,4,8,5,5,5,4,6,9
22200.0,6.1667,8,7,9,4,7,8,7,8,9,10,8,5,5,7,7,7,7,5,5,8
22800.0,6.3333,8,8,7,5,9,8,7,10,8,8,7,6,5,9,6,5,4,5,5,9
23400.0,6.5,9,8,9,4,7,9,5,7,10,10,6,5,3,10,5,4,6,6,6,9
24000.0,6.6667,7,7,7,3,8,8,8,7,9,10,7,7,6,8,6,4,4,7,5,7
24600.0,6.8333,9,8,10,6,8,9,5,9,10,9,6,5,6,8,6,4,6,6,5,8
25200.0,7.0,8,8,9,3,8,10,7,8,10,10,5,6,5,10,7,3,5,6,6,10
25800.0,7.1667,8,8,9,3,8,9,7,8,8,8,8,6,6,8,6,5,5,6,5,8
26400.0,7.3333,9,9,11,4,8,10,4,8,10,9,5,5,4,8,6,4,7,5,5,7
27000.0,7.5,6,8,9,4,8,8,8,8,9,9,6,6,6,8,6,7,5,6,7,9
27600.0,7.6667,7,9,10,5,9,10,5,8,10,8,9,4,5,9,7,5,5,5,6,9
28200.0,7.8333,8,6,9,4,8,10,7,10,9,10,6,4,5,6,7,6,6,6,6,7
28800.0,8.0,7,8,8,4,9,9,8,8,8,9,8,6,5,9,5,5,4,6,4,9
