n_points,coverage_4sats_pct,coverage_good_pdop_pct,n_sats_min,n_sats_max,n_sats_mean,pdop_min,pdop_max,pdop_mean,pdop_p95,gdop_mean,gdop_p95,time_s,time_h
2701,74.82,55.57,0,12,5.31,1.448,354787.454,1760.16,406.853,1927.599,488.914,0.0,0.0
2701,75.01,58.76,0,12,5.26,1.44,824.813,17.374,75.733,19.985,84.491,600.0,0.1667
2701,75.71,59.2,0,11,5.25,1.498,211.063,9.564,39.74,10.72,41.622,1200.0,0.3333
2701,74.34,55.72,0,11,5.25,1.462,119.028,8.507,39.172,9.371,43.506,1800.0,0.5
2701,75.23,56.13,0,11,5.27,1.395,448.911,12.373,42.339,13.588,47.281,2400.0,0.6667
2701,74.75,57.42,0,10,5.23,1.514,934.519,13.949,38.32,15.503,43.506,3000.0,0.8333
2701,74.79,58.94,0,10,5.25,1.541,1301.334,18.225,57.39,20.425,66.877,3600.0,1.0
2701,75.38,56.2,0,10,5.27,1.559,7716.812,76.475,106.901,89.212,124.256,4200.0,1.1667
2701,74.94,57.79,0,10,5.31,1.567,976.437,20.421,63.212,23.689,71.436,4800.0,1.3333
2701,74.56,57.65,0,11,5.24,1.511,126.695,9.045,36.699,10.133,38.928,5400.0,1.5
2701,75.19,57.61,0,11,5.24,1.5,153.14,8.809,45.226,9.801,50.835,6000.0,1.6667
2701,74.56,55.42,0,10,5.22,1.514,8095.544,80.247,49.561,86.358,56.471,6600.0,1.8333
2701,74.79,58.35,0,11,5.25,1.501,322.922,9.264,42.868,10.315,49.062,7200.0,2.0
2701,75.27,57.72,0,12,5.25,1.503,136.153,9.692,47.754,10.897,50.279,7800.0,2.1667
2701,74.75,57.57,0,11,5.28,1.583,3714.723,38.203,65.089,44.532,76.901,8400.0,2.3333
2701,74.6,57.83,0,11,5.3,1.54,1202.554,34.951,143.252,40.618,167.686,9000.0,2.5
2701,75.45,59.05,0,11,5.25,1.445,443.224,12.963,55.455,14.691,64.792,9600.0,2.6667
2701,74.08,57.24,0,11,5.23,1.467,1706.035,16.269,38.526,18.06,43.816,10200.0,2.8333
2701,75.23,56.05,0,11,5.31,1.4,245.047,11.242,45.283,12.311,49.726,10800.0,3.0
2701,74.75,56.46,0,11,5.28,1.397,620.027,11.181,49.573,12.336,56.423,11400.0,3.1667
2701,74.79,59.31,0,11,5.24,1.467,185.538,9.068,33.999,10.141,38.173,12000.0,3.3333
2701,75.16,58.61,0,10,5.28,1.444,1980.467,22.187,61.811,25.628,72.395,12600.0,3.5
2701,74.97,56.72,0,12,5.29,1.435,2994.042,43.583,146.255,50.865,168.633,13200.0,3.6667
