time_s,time_h,Vladimir,Zheleznogorsk,Khabarovsk,Murmansk,Novosibirsk,Vladivostok,Yakutsk,Minsk,Almaty,Urumqi,Delhi,Yangon,Jakarta,Tehran,Johannesburg,Nairobi,Luanda,Havana,Caracas,Buenos_Aires
0.0,0.0,7,7,6,9,6,4,5,6,5,4,3,2,3,4,2,3,3,2,3,3
600.0,0.1667,7,8,5,9,7,4,5,5,5,3,2,2,4,4,3,3,2,3,4,4
1200.0,0.3333,9,5,5,9,6,2,6,6,7,4,3,4,4,3,3,3,2,3,4,3
1800.0,0.5,7,5,5,8,6,3,10,6,5,4,3,4,3,3,4,3,3,3,3,3
2400.0,0.6667,7,6,4,7,5,4,11,6,5,4,4,3,2,2,3,3,3,3,3,4
3000.0,0.8333,6,6,4,8,6,4,8,6,4,3,3,2,2,3,4,2,3,4,2,3
3600.0,1.0,6,7,5,7,6,4,8,7,4,3,5,3,2,4,3,2,3,4,3,3
4200.0,1.1667,5,8,6,7,6,5,6,6,3,4,4,3,2,4,3,3,3,2,3,2
4800.0,1.3333,5,8,5,8,6,5,6,7,2,4,3,3,3,4,3,3,4,2,3,4
5400.0,1.5,7,7,5,9,6,7,6,6,3,4,2,3,4,4,3,3,4,2,3,4
6000.0,1.6667,8,8,5,9,7,5,7,7,5,5,2,3,2,4,3,3,2,3,3,4
6600.0,1.8333,7,7,5,8,6,5,7,5,5,5,3,3,2,4,3,3,2,3,3,3
7200.0,2.0,7,6,5,8,6,4,8,6,5,5,3,2,4,4,2,2,2,4,4,4
7800.0,2.1667,7,6,5,7,7,4,10,5,5,6,4,3,3,3,4,3,2,3,3,3
8400.0,2.3333,6,5,4,7,7,2,10,5,4,5,4,3,2,4,4,3,2,4,2,4
9000.0,2.5,6,5,5,7,6,2,7,6,4,5,3,4,2,4,3,2,4,3,2,4
9600.0,2.6667,6,7,6,8,7,3,5,6,4,4,3,2,2,3,2,3,4,3,2,4
10200.0,2.8333,6,7,5,7,7,5,5,5,4,3,4,2,2,3,3,3,3,3,2,2
10800.0,3.0,7,7,4,9,7,5,5,7,5,2,4,3,4,3,3,3,2,3,3,3
11400.0,3.1667,7,6,5,10,7,6,6,7,5,3,3,4,4,3,3,3,3,3,4,3
12000.0,3.3333,7,7,5,9,5,5,7,6,5,4,3,3,4,4,2,3,4,2,3,3
12600.0,3.5,8,6,5,8,5,4,10,6,5,5,2,3,2,3,3,3,3,2,3,3
13200.0,3.6667,8,6,5,7,6,4,10,7,3,5,2,2,2,3,4,2,3,4,3,3
13800.0,3.8333,5,6,4,7,7,4,9,6,2,5,3,2,2,3,3,3,2,4,3,4
14400.0,4.0,5,7,4,7,6,4,9,6,2,5,4,3,3,5,4,4,3,3,3,3
15000.0,4.1667,6,7,5,7,7,5,7,6,4,4,5,3,4,5,4,3,4,3,3,4
15600.0,4.3333,6,8,5,8,8,5,6,6,4,4,3,4,3,6,3,2,4,3,2,6
16200.0,4.5,7,7,5,7,6,5,5,6,5,4,4,3,2,5,3,3,4,3,3,5
16800.0,4.6667,7,9,4,9,7,5,5,6,5,4,3,2,3,4,2,3,2,3,3,4
17400.0,4.8333,9,7,4,10,6,3,7,6,7,5,3,2,4,3,3,2,2,2,4,3
18000.0,5.0,7,5,4,8,6,2,8,6,5,5,2,4,3,3,3,3,2,3,4,3
18600.0,5.1667,7,5,3,7,6,3,11,6,5,5,4,4,3,3,4,3,3,5,3,3
19200.0,5.3333,7,6,4,7,6,4,10,6,5,4,4,3,2,3,3,3,3,4,2,4
19800.0,5.5,6,7,5,8,6,4,8,6,4,3,3,2,2,3,4,2,2,5,2,3
20400.0,5.6667,6,7,5,7,6,5,6,7,4,3,4,3,2,3,3,3,3,3,3,3
21000.0,5.8333,5,8,5,7,6,5,6,6,3,4,4,3,2,3,2,3,3,2,3,3
21600.0,6.0,6,8,5,9,6,7,6,8,2,4,4,3,3,4,3,3,4,2,2,4
22200.0,6.1667,6,7,4,9,6,5,6,6,4,5,2,3,4,4,3,3,2,2,3,4
22800.0,6.3333,6,7,6,9,6,5,7,5,4,5,2,3,2,4,3,3,2,3,3,4
23400.0,6.5,7,7,5,7,6,4,8,7,5,5,3,2,2,4,3,3,2,4,3,3
24000.0,6.6667,7,6,6,8,6,4,10,7,5,6,4,2,4,4,3,4,2,4,3,4
