n_points,coverage_4sats_pct,coverage_good_pdop_pct,n_sats_min,n_sats_max,n_sats_mean,pdop_min,pdop_max,pdop_mean,pdop_p95,gdop_mean,gdop_p95,time_s,time_h
765,94.77,73.73,2,11,6.72,1.412,2558.384,26.915,35.828,29.224,38.35,0.0,0.0
765,95.82,83.27,2,10,6.7,1.392,19.534,4.032,9.93,4.36,10.941,600.0,0.1667
765,95.42,83.4,2,10,6.73,1.489,226.801,5.953,24.11,6.456,26.92,1200.0,0.3333
765,95.69,79.61,2,11,6.7,1.41,63.137,4.542,11.166,5.067,12.103,1800.0,0.5
765,95.82,81.96,2,11,6.74,1.41,40.283,4.175,9.385,4.589,11.462,2400.0,0.6667
765,95.69,83.66,2,11,6.72,1.49,507.291,7.648,31.007,8.376,34.528,3000.0,0.8333
765,95.82,84.31,2,10,6.69,1.393,16.819,3.892,9.961,4.212,10.786,3600.0,1.0
765,96.21,76.6,2,11,6.72,1.412,434.225,9.117,28.543,10.536,30.51,4200.0,1.1667
765,96.6,83.53,2,10,6.78,1.395,21.781,4.211,10.791,4.549,12.337,4800.0,1.3333
765,96.08,81.96,2,10,6.8,1.49,122.447,5.976,21.467,6.421,23.563,5400.0,1.5
765,96.08,80.65,2,11,6.74,1.41,89.064,4.518,9.76,5.0,11.042,6000.0,1.6667
765,96.21,84.31,2,11,6.71,1.43,34.123,4.073,8.974,4.458,10.814,6600.0,1.8333
765,95.69,83.14,2,11,6.72,1.489,470.483,9.768,49.836,10.735,56.487,7200.0,2.0
765,96.34,83.79,2,10,6.72,1.405,15.745,3.947,9.248,4.286,10.159,7800.0,2.1667
765,95.82,77.25,2,11,6.71,1.411,573.056,7.849,15.74,9.219,18.602,8400.0,2.3333
765,95.82,82.61,2,10,6.67,1.538,32.562,4.527,12.823,4.884,14.076,9000.0,2.5
765,95.56,83.01,2,10,6.7,1.538,220.77,5.864,14.672,6.242,16.383,9600.0,2.6667
765,94.77,78.95,2,11,6.74,1.411,148.179,4.923,10.683,5.487,11.726,10200.0,2.8333
765,95.69,84.31,2,10,6.74,1.413,20.966,4.046,8.615,4.407,10.631,10800.0,3.0
765,95.16,82.48,2,11,6.79,1.49,948.824,17.762,83.174,19.617,92.899,11400.0,3.1667
765,96.08,83.92,2,10,6.73,1.401,20.713,4.017,9.561,4.377,10.456,12000.0,3.3333
765,95.56,78.82,2,11,6.71,1.411,169.235,5.174,11.794,5.776,13.951,12600.0,3.5
765,96.6,83.66,2,10,6.7,1.528,62.442,4.77,13.28,5.141,14.807,13200.0,3.6667
765,96.86,84.18,2,10,6.69,1.529,45.452,4.65,12.78,5.009,14.709,13800.0,3.8333
765,95.82,78.95,2,11,6.73,1.411,414.392,5.896,10.945,6.729,12.221,14400.0,4.0
765,96.6,84.58,2,10,6.75,1.4,15.522,3.988,9.245,4.328,10.158,15000.0,4.1667
765,95.29,82.48,2,11,6.79,1.49,3921.653,44.575,70.982,49.546,78.948,15600.0,4.3333
765,95.69,83.4,2,10,6.75,1.409,22.43,4.079,8.856,4.45,10.725,16200.0,4.5
765,94.77,79.22,2,11,6.73,1.411,98.019,4.644,10.078,5.148,11.103,16800.0,4.6667
765,95.95,83.01,2,10,6.71,1.537,1087.679,13.573,16.825,14.053,18.785,17400.0,4.8333
