time_s,time_h,Vladimir,Zheleznogorsk,Khabarovsk,Murmansk,Novosibirsk,Vladivostok,Yakutsk,Minsk,Almaty,Urumqi,Delhi,Yangon,Jakarta,Tehran,Johannesburg,Nairobi,Luanda,Havana,Caracas,Buenos_Aires
0.0,0.0,15,16,12,22,14,12,22,14,9,12,9,7,7,9,8,7,7,9,7,9
600.0,0.1667,18,17,13,22,14,12,21,16,11,10,8,6,7,9,9,7,7,8,8,9
1200.0,0.3333,19,16,14,18,16,11,18,16,13,9,8,7,8,9,8,7,6,8,8,9
1800.0,0.5,17,17,13,17,16,9,17,17,10,9,9,8,6,10,6,6,8,7,8,9
2400.0,0.6667,16,16,12,17,16,9,17,14,11,8,9,8,7,8,7,6,8,7,8,10
3000.0,0.8333,16,16,12,18,16,8,17,15,10,9,8,8,7,9,7,8,8,6,8,10
3600.0,1.0,15,15,12,20,15,9,20,13,10,11,7,8,7,10,8,8,8,6,8,10
4200.0,1.1667,16,16,11,23,15,9,18,14,10,13,7,8,9,11,7,6,9,7,6,9
4800.0,1.3333,17,17,12,21,15,12,19,14,10,12,8,8,8,9,9,8,6,8,6,8
5400.0,1.5,18,17,11,18,16,11,19,14,10,11,7,7,7,9,9,7,6,7,5,8
6000.0,1.6667,19,17,11,18,18,12,16,16,11,11,7,6,6,9,8,7,7,9,6,9
6600.0,1.8333,17,17,11,20,17,12,16,17,10,10,8,7,7,10,9,6,7,8,7,9
7200.0,2.0,18,15,12,19,18,11,16,17,11,11,8,7,6,8,8,5,7,8,8,10
7800.0,2.1667,15,15,9,20,16,12,19,16,10,10,9,7,7,9,8,6,7,8,7,10
8400.0,2.3333,15,16,11,22,15,10,19,16,12,10,8,9,9,9,7,7,8,8,7,8
9000.0,2.5,18,18,12,22,14,9,19,16,12,11,8,8,8,10,8,7,9,7,6,7
9600.0,2.6667,18,19,12,20,16,9,19,16,11,10,9,8,7,10,8,8,8,8,5,8
10200.0,2.8333,19,18,12,19,15,9,17,15,9,10,8,9,7,9,8,6,8,8,5,10
10800.0,3.0,18,18,12,19,17,10,17,14,8,11,7,8,6,9,8,6,7,8,6,9
11400.0,3.1667,17,16,12,18,16,11,17,13,9,12,9,5,6,8,9,8,7,8,6,9
12000.0,3.3333,16,16,11,19,15,11,19,15,10,13,8,6,7,9,7,8,6,8,8,8
12600.0,3.5,16,17,11,22,14,12,21,14,10,11,8,6,8,9,7,7,7,9,8,10
13200.0,3.6667,16,15,12,21,14,11,22,15,12,9,8,8,8,10,6,7,8,8,8,8
13800.0,3.8333,16,19,12,19,16,10,18,15,11,8,8,7,6,9,6,8,8,7,8,8
14400.0,4.0,18,18,12,18,15,8,17,16,10,8,9,7,8,10,7,8,7,7,8,7
15000.0,4.1667,18,16,13,18,15,8,17,15,9,9,8,9,8,8,8,7,7,8,8,9
15600.0,4.3333,16,15,13,18,16,10,16,16,9,11,8,8,8,9,10,8,8,8,7,10
16200.0,4.5,14,14,12,19,16,11,20,13,9,12,8,8,8,10,8,7,7,8,7,9
16800.0,4.6667,15,16,12,22,15,12,22,14,9,12,7,8,6,8,8,8,7,8,7,9
17400.0,4.8333,16,18,13,21,15,12,21,15,11,11,7,5,7,7,8,8,7,8,7,8
18000.0,5.0,18,18,12,19,17,11,18,15,12,10,8,6,6,10,8,8,6,9,7,9
18600.0,5.1667,17,17,13,18,17,10,17,16,11,10,9,8,6,11,8,6,6,8,8,9
19200.0,5.3333,15,16,11,19,18,10,17,17,12,8,8,8,6,8,8,6,7,6,9,10
19800.0,5.5,16,14,11,18,17,9,17,17,11,9,7,8,7,8,8,8,8,5,8,10
20400.0,5.6667,15,16,11,21,15,9,19,16,12,10,7,9,8,8,8,7,8,6,7,9
21000.0,5.8333,17,17,11,22,14,10,18,14,11,12,7,8,9,10,8,6,7,7,8,9
21600.0,6.0,18,18,11,23,16,11,20,15,11,11,7,7,8,7,8,6,6,8,6,8
22200.0,6.1667,18,19,11,19,17,10,17,14,9,11,7,8,7,8,8,5,5,8,6,9
22800.0,6.3333,19,17,13,18,18,10,17,13,8,12,8,6,6,9,8,6,6,9,5,9
23400.0,6.5,18,17,11,19,18,11,17,16,10,11,8,6,7,9,10,6,5,8,5,8
24000.0,6.6667,17,14,11,19,17,10,18,15,11,11,8,6,6,8,8,5,5,8,8,9
24600.0,6.8333,15,15,11,19,16,13,21,16,11,10,9,8,6,9,7,6,9,9,7,11
25200.0,7.0,15,17,11,22,15,11,21,15,12,10,8,9,8,10,7,8,8,8,7,8
25800.0,7.1667,16,18,11,21,16,9,20,14,12,9,8,8,7,10,7,8,9,7,8,8
26400.0,7.3333,17,19,12,18,15,8,16,14,11,10,9,8,8,10,7,9,8,7,7,8
27000.0,7.5,18,18,12,18,15,8,16,15,9,10,9,9,8,9,7,6,8,8,6,10
27600.0,7.6667,17,17,12,17,15,10,17,14,8,11,8,7,7,9,10,7,6,8,7,11
28200.0,7.8333,16,15,12,17,16,12,18,14,8,12,8,6,6,9,9,8,7,8,6,8
28800.0,8.0,14,16,11,20,14,12,21,15,10,12,9,6,8,8,8,8,8,8,7,9
29400.0,8.1667,16,16,12,22,14,12,20,15,11,10,8,6,8,9,8,8,8,9,8,10
30000.0,8.3333,17,16,14,21,16,11,21,15,12,10,8,7,7,9,7,7,7,8,9,10
30600.0,8.5,16,17,11,18,16,10,18,15,12,8,9,7,6,9,7,7,7,7,8,9
31200.0,8.6667,16,17,11,19,17,9,17,16,11,8,9,8,7,9,8,7,8,8,7,9
31800.0,8.8333,16,16,13,18,15,8,17,18,10,10,9,9,7,8,9,8,8,6,8,9
32400.0,9.0,16,15,12,19,16,8,18,17,10,11,7,8,8,9,10,8,8,7,8,10
33000.0,9.1667,15,16,12,22,15,10,19,15,9,12,8,8,8,10,8,7,9,8,5,10
