n_points,coverage_4sats_pct,coverage_good_pdop_pct,n_sats_min,n_sats_max,n_sats_mean,pdop_min,pdop_max,pdop_mean,pdop_p95,gdop_mean,gdop_p95,time_s,time_h
765,98.82,79.08,3,12,8.4,1.288,1043.757,10.397,8.826,11.547,9.54,0.0,0.0
765,98.56,85.88,3,12,8.38,1.288,414.088,4.873,7.476,5.309,8.269,600.0,0.1667
765,98.69,93.99,3,12,8.41,1.402,17.626,3.35,5.818,3.654,6.291,1200.0,0.3333
765,98.56,91.11,2,12,8.36,1.411,77.579,3.825,7.154,4.221,8.175,1800.0,0.5
765,98.95,91.11,2,13,8.41,1.412,262.826,4.371,7.326,4.861,8.33,2400.0,0.6667
765,98.56,94.12,3,12,8.41,1.437,18.297,3.285,5.653,3.586,6.081,3000.0,0.8333
765,98.69,87.06,3,12,8.4,1.292,501.381,5.001,7.54,5.468,8.05,3600.0,1.0
765,98.95,79.48,3,12,8.45,1.294,235.899,5.582,8.574,6.143,9.231,4200.0,1.1667
765,98.95,83.01,3,12,8.4,1.296,51.085,3.977,8.141,4.335,8.894,4800.0,1.3333
765,98.43,93.86,3,12,8.44,1.392,18.037,3.365,5.873,3.666,6.445,5400.0,1.5
765,98.95,91.9,2,12,8.42,1.414,35.978,3.428,6.29,3.76,7.3,6000.0,1.6667
765,98.95,92.68,2,13,8.4,1.457,119.492,4.569,6.57,5.092,7.316,6600.0,1.8333
765,98.69,93.46,3,12,8.42,1.433,23.225,3.38,6.091,3.694,6.573,7200.0,2.0
765,98.56,89.54,3,12,8.38,1.302,29.627,3.662,7.184,3.99,7.889,7800.0,2.1667
765,98.56,81.05,3,12,8.41,1.307,96.964,4.376,8.646,4.785,9.439,8400.0,2.3333
765,98.43,82.88,3,12,8.36,1.306,73.776,4.077,8.188,4.455,8.891,9000.0,2.5
765,98.04,91.37,3,12,8.37,1.385,25.313,3.451,6.439,3.761,6.887,9600.0,2.6667
765,98.69,93.33,3,12,8.42,1.463,24.235,3.422,6.434,3.749,7.17,10200.0,2.8333
