time_s,time_h,Vladimir,Zheleznogorsk,Khabarovsk,Murmansk,Novosibirsk,Vladivostok,Yakutsk,Minsk,Almaty,Urumqi,Delhi,Yangon,Jakarta,Tehran,Johannesburg,Nairobi,Luanda,Havana,Caracas,Buenos_Aires
0.0,0.0,8,8,6,10,9,4,9,7,5,5,4,4,3,6,5,2,3,3,2,3
600.0,0.1667,9,8,6,7,7,4,10,9,6,5,3,4,4,4,5,4,4,4,4,4
1200.0,0.3333,9,7,7,11,8,3,7,6,6,4,4,5,4,4,3,3,3,5,3,5
1800.0,0.5,9,10,5,11,9,6,11,9,6,4,4,3,3,4,4,4,4,4,4,4
2400.0,0.6667,9,7,6,11,5,6,8,8,6,4,4,4,3,3,5,4,4,5,4,4
3000.0,0.8333,8,9,6,11,10,5,9,8,6,3,5,3,4,4,4,3,4,5,2,3
3600.0,1.0,10,8,5,8,7,6,11,9,6,4,4,3,4,4,4,4,4,2,5,4
4200.0,1.1667,8,8,8,10,8,5,7,6,4,6,4,4,3,4,2,2,4,4,3,4
4800.0,1.3333,7,9,5,10,10,6,12,10,3,5,4,3,3,6,4,3,2,2,5,4
5400.0,1.5,8,8,7,10,6,6,7,8,4,6,3,4,4,4,4,4,4,4,4,6
6000.0,1.6667,6,9,6,11,9,6,10,8,4,6,5,3,3,6,4,4,3,5,3,4
6600.0,1.8333,9,9,5,7,8,6,11,9,6,6,3,3,4,6,5,3,4,4,4,6
7200.0,2.0,8,9,6,12,7,6,7,5,6,6,4,4,4,5,3,2,4,6,3,6
7800.0,2.1667,8,9,5,10,9,6,11,8,5,7,5,4,4,6,4,3,3,3,3,5
8400.0,2.3333,8,8,6,10,7,3,8,7,7,6,4,4,3,3,4,4,4,3,4,5
9000.0,2.5,9,7,5,10,8,3,8,6,6,5,4,4,4,4,4,2,3,3,2,4
9600.0,2.6667,9,8,6,8,8,4,10,9,6,5,4,4,4,5,5,4,3,3,4,4
10200.0,2.8333,8,6,7,11,7,4,8,5,6,5,5,4,3,4,3,4,3,6,4,5
10800.0,3.0,9,9,5,11,9,6,11,9,6,4,4,4,3,4,4,4,3,4,3,4
11400.0,3.1667,9,8,6,11,5,6,8,8,6,4,3,4,3,3,5,4,4,5,4,4
12000.0,3.3333,7,8,8,10,8,5,9,7,5,4,5,4,4,5,3,2,4,4,3,3
12600.0,3.5,9,8,4,7,7,7,12,9,6,4,4,3,4,4,4,4,3,2,4,4
13200.0,3.6667,7,9,8,10,7,6,8,6,3,6,3,4,3,3,3,2,4,4,3,4
13800.0,3.8333,7,9,5,11,9,6,12,9,3,7,4,3,3,6,5,4,3,3,4,4
14400.0,4.0,10,9,6,10,7,6,8,8,5,5,4,4,4,5,4,3,4,4,5,6
15000.0,4.1667,7,9,6,12,9,6,8,6,5,6,5,3,4,6,3,4,3,5,3,4
15600.0,4.3333,9,9,7,6,9,6,11,9,6,6,4,4,4,6,5,3,3,4,4,5
16200.0,4.5,8,8,5,12,8,5,8,5,6,5,4,4,3,5,3,3,4,5,4,7
16800.0,4.6667,8,10,5,10,9,5,11,7,5,5,4,4,3,6,4,3,3,4,3,5
17400.0,4.8333,8,8,5,9,7,3,8,8,6,6,4,3,4,3,4,4,4,3,4,5
