time_h,gs_name,sat_id,distance_km,elevation_deg,fspl_db,atm_loss_db,rx_power_dbw,cn0_dbhz,snr_db,doppler_hz,link_margin_db
0.0,Vladimir,5,1429.84175,0.0,159.5,34.38,-160.88,41.1,-29.0,38643.9,6.1
0.0,Murmansk,4,1404.4815,0.0,159.35,34.38,-160.73,41.25,-28.85,38643.9,6.25
0.0,Novosibirsk,77,1177.919,0.0,157.82,34.38,-159.2,42.78,-27.32,38643.9,7.78
0.0,Zheleznogorsk,20,1578.390125,0.0,160.36,34.38,-161.74,40.24,-29.86,38643.9,5.24
0.0,Yakutsk,49,1153.573,0.0,157.64,34.38,-159.02,42.96,-27.14,38643.9,7.96
0.0,Khabarovsk,107,1414.49325,0.0,159.41,34.38,-160.79,41.19,-28.91,38643.9,6.19
0.0,Vladivostok,36,1431.05375,0.0,159.51,34.38,-160.89,41.09,-29.01,38643.9,6.09
0.0,Minsk,47,1394.528625,0.0,159.28,34.38,-160.66,41.31,-28.79,38643.9,6.31
0.0,Almaty,6,1584.982,0.0,160.4,34.38,-161.78,40.2,-29.9,38643.9,5.2
0.0,Tehran,76,1346.41625,0.0,158.98,34.38,-160.36,41.62,-28.48,38643.9,6.62
0.16666666666666666,Vladimir,61,997.8041875,0.0,156.38,34.38,-157.76,44.22,-25.88,38643.9,9.22
0.16666666666666666,Murmansk,3,1011.3800625,0.0,156.49,34.38,-157.87,44.1,-26.0,38643.9,9.1
0.16666666666666666,Novosibirsk,18,1074.366375,0.0,157.02,34.38,-158.4,43.58,-26.52,38643.9,8.58
0.16666666666666666,Zheleznogorsk,91,1096.574375,0.0,157.2,34.38,-158.58,43.4,-26.7,38643.9,8.4
0.16666666666666666,Yakutsk,106,1301.008625,0.0,158.68,34.38,-160.06,41.92,-28.18,38643.9,6.92
0.16666666666666666,Khabarovsk,105,1503.949375,0.0,159.94,34.38,-161.32,40.66,-29.44,38643.9,5.66
0.16666666666666666,Vladivostok,105,1282.0255,0.0,158.55,34.38,-159.93,42.04,-28.06,38643.9,7.04
0.16666666666666666,Minsk,168,1188.40075,0.0,157.89,34.38,-159.27,42.7,-27.4,38643.9,7.7
0.16666666666666666,Almaty,75,1585.720625,0.0,160.4,34.38,-161.78,40.2,-29.9,38643.9,5.2
0.16666666666666666,Tehran,75,1766.515875,0.0,161.34,34.38,-162.72,39.26,-30.84,38643.9,4.26
0.3333333333333333,Vladimir,2,1182.711375,0.0,157.85,34.38,-159.23,42.74,-27.36,38643.9,7.74
0.3333333333333333,Murmansk,45,1145.506375,0.0,157.58,34.38,-158.95,43.02,-27.08,38643.9,8.02
0.3333333333333333,Novosibirsk,17,1258.147875,0.0,158.39,34.38,-159.77,42.21,-27.89,38643.9,7.21
0.3333333333333333,Zheleznogorsk,17,1393.354,0.0,159.28,34.38,-160.66,41.32,-28.78,38643.9,6.32
0.3333333333333333,Yakutsk,46,1393.659125,0.0,159.28,34.38,-160.66,41.32,-28.78,38643.9,6.32
0.3333333333333333,Khabarovsk,119,1351.3395,0.0,159.01,34.38,-160.39,41.59,-28.51,38643.9,6.59
0.3333333333333333,Vladivostok,33,1422.6055,0.0,159.46,34.38,-160.84,41.14,-28.96,38643.9,6.14
0.3333333333333333,Minsk,167,1150.142125,0.0,157.61,34.38,-158.99,42.99,-27.11,38643.9,7.99
0.3333333333333333,Almaty,104,1468.35425,0.0,159.73,34.38,-161.11,40.86,-29.23,38643.9,5.86
0.3333333333333333,Tehran,88,1147.1955,0.0,157.59,34.38,-158.97,43.01,-27.09,38643.9,8.01
0.5,Vladimir,73,1212.936625,0.0,158.07,34.38,-159.45,42.52,-27.57,38643.9,7.52
0.5,Murmansk,0,1075.246875,0.0,157.03,34.38,-158.41,43.57,-26.53,38643.9,8.57
0.5,Novosibirsk,103,1250.693125,0.0,158.34,34.38,-159.72,42.26,-27.84,38643.9,7.26
0.5,Zheleznogorsk,103,1095.544375,0.0,157.19,34.38,-158.57,43.41,-26.69,38643.9,8.41
0.5,Yakutsk,45,1023.8450625,0.0,156.6,34.38,-157.98,44.0,-26.1,38643.9,9.0
0.5,Khabarovsk,133,1734.399,0.0,161.18,34.38,-162.56,39.42,-30.68,38643.9,4.42
0.5,Vladivostok,117,1731.236875,0.0,161.16,34.38,-162.54,39.43,-30.66,38643.9,4.43
0.5,Minsk,73,1075.57775,0.0,157.03,34.38,-158.41,43.57,-26.53,38643.9,8.57
0.5,Almaty,16,1590.786,0.0,160.43,34.38,-161.81,40.17,-29.93,38643.9,5.17
0.5,Tehran,87,1271.3285,0.0,158.48,34.38,-159.86,42.12,-27.98,38643.9,7.12
0.6666666666666666,Vladimir,72,1185.7485,0.0,157.88,34.38,-159.25,42.72,-27.38,38643.9,7.72
0.6666666666666666,Murmansk,57,1029.40575,0.0,156.65,34.38,-158.03,43.95,-26.15,38643.9,8.95
0.6666666666666666,Novosibirsk,29,1073.24175,0.0,157.01,34.38,-158.39,43.59,-26.51,38643.9,8.59
0.6666666666666666,Zheleznogorsk,102,1229.6035,0.0,158.19,34.38,-159.57,42.41,-27.69,38643.9,7.41
0.6666666666666666,Yakutsk,59,1683.910875,0.0,160.92,34.38,-162.3,39.67,-30.42,38643.9,4.67
0.6666666666666666,Khabarovsk,59,1145.4725,0.0,157.58,34.38,-158.95,43.02,-27.08,38643.9,8.02
0.6666666666666666,Vladivostok,131,1447.376125,0.0,159.61,34.38,-160.99,40.99,-29.11,38643.9,5.99
