n_points,coverage_4sats_pct,coverage_good_pdop_pct,n_sats_min,n_sats_max,n_sats_mean,pdop_min,pdop_max,pdop_mean,pdop_p95,gdop_mean,gdop_p95,time_s,time_h
765,100.0,95.69,4,16,10.1,1.255,281.248,4.577,5.932,5.207,6.471,0.0,0.0
765,100.0,97.25,4,15,10.06,1.26,18.239,2.688,5.443,2.932,5.949,600.0,0.1667
765,100.0,97.65,4,15,10.1,1.245,24.405,2.643,4.781,2.881,5.069,1200.0,0.3333
765,100.0,96.21,4,15,10.12,1.273,65.973,3.18,5.697,3.493,6.108,1800.0,0.5
765,100.0,96.86,4,15,10.04,1.271,101.624,3.201,5.849,3.516,6.222,2400.0,0.6667
765,100.0,98.3,4,15,10.13,1.261,28.131,2.577,4.495,2.805,4.832,3000.0,0.8333
765,100.0,95.95,4,15,10.05,1.261,20.413,2.648,4.65,2.889,5.507,3600.0,1.0
765,100.0,95.95,4,16,10.11,1.258,26.428,2.837,5.483,3.115,5.978,4200.0,1.1667
765,100.0,96.34,4,15,10.13,1.254,14.426,2.679,4.892,2.923,5.365,4800.0,1.3333
765,100.0,97.12,4,14,10.05,1.265,22.266,2.592,4.796,2.823,5.141,5400.0,1.5
765,100.0,97.52,4,15,10.13,1.283,50.052,2.99,5.365,3.276,5.708,6000.0,1.6667
765,100.0,96.21,4,15,10.06,1.296,216.434,3.452,5.861,3.802,6.218,6600.0,1.8333
765,100.0,96.6,4,15,10.08,1.261,35.167,2.678,5.235,2.918,5.565,7200.0,2.0
765,100.0,96.6,4,15,10.11,1.251,18.924,2.674,4.5,2.918,4.879,7800.0,2.1667
765,100.0,96.21,4,16,10.07,1.255,13.25,2.694,4.855,2.947,5.368,8400.0,2.3333
765,100.0,95.56,4,16,10.05,1.264,14.146,2.748,4.863,3.002,5.379,9000.0,2.5
765,100.0,96.99,4,14,10.1,1.249,20.808,2.656,4.5,2.899,4.917,9600.0,2.6667
765,100.0,97.12,4,15,10.05,1.265,37.909,2.634,5.449,2.867,5.774,10200.0,2.8333
765,100.0,96.34,4,15,10.14,1.235,1465.0,15.111,5.715,17.147,6.1,10800.0,3.0
765,100.0,95.69,4,16,10.05,1.271,41.567,2.763,5.572,3.013,5.912,11400.0,3.1667
765,100.0,97.12,4,14,10.07,1.265,20.12,2.661,4.764,2.906,5.106,12000.0,3.3333
765,100.0,95.16,4,16,10.11,1.256,15.451,2.771,5.005,3.032,5.46,12600.0,3.5
765,100.0,96.08,4,16,10.1,1.256,14.689,2.659,4.985,2.904,5.407,13200.0,3.6667
765,100.0,96.99,4,14,10.12,1.258,21.49,2.625,4.464,2.862,4.921,13800.0,3.8333
765,100.0,97.25,4,15,10.07,1.241,32.125,2.668,5.158,2.909,5.465,14400.0,4.0
765,100.0,96.21,4,15,10.13,1.24,321.11,4.623,5.85,5.147,6.272,15000.0,4.1667
765,100.0,96.99,4,15,10.14,1.275,52.04,2.827,5.423,3.086,5.75,15600.0,4.3333
765,100.0,97.52,4,15,10.05,1.247,24.281,2.555,4.694,2.78,5.048,16200.0,4.5
765,100.0,95.82,4,15,10.11,1.263,15.588,2.697,5.242,2.947,5.617,16800.0,4.6667
765,100.0,95.69,4,16,10.09,1.257,37.984,2.903,5.533,3.201,6.016,17400.0,4.8333
765,100.0,97.91,4,15,10.07,1.253,18.474,2.665,5.089,2.905,5.689,18000.0,5.0
765,100.0,98.17,4,15,10.13,1.241,28.311,2.638,4.487,2.877,4.925,18600.0,5.1667
765,100.0,96.34,4,15,10.01,1.299,86.058,2.819,5.751,3.077,6.111,19200.0,5.3333
765,100.0,96.86,4,15,10.11,1.299,71.231,2.905,5.571,3.178,5.936,19800.0,5.5
765,100.0,97.78,4,15,10.07,1.264,26.501,2.645,4.747,2.884,5.094,20400.0,5.6667
765,100.0,97.78,4,15,10.08,1.253,18.917,2.644,5.042,2.882,6.028,21000.0,5.8333
765,100.0,95.42,4,16,10.13,1.257,117.164,3.691,5.812,4.16,6.344,21600.0,6.0
765,100.0,96.34,4,15,10.05,1.262,17.509,2.757,5.449,3.01,5.846,22200.0,6.1667
765,100.0,97.78,4,15,10.07,1.246,23.223,2.581,4.547,2.808,5.002,22800.0,6.3333
765,100.0,96.73,4,15,10.11,1.274,59.515,2.88,5.696,3.148,6.078,23400.0,6.5
765,100.0,96.6,4,15,10.08,1.271,136.236,3.563,5.845,3.93,6.231,24000.0,6.6667
765,100.0,97.78,4,15,10.14,1.242,29.76,2.731,4.781,2.984,5.096,24600.0,6.8333
765,100.0,96.34,4,15,10.04,1.258,21.209,2.629,4.694,2.868,5.252,25200.0,7.0
765,100.0,96.34,4,16,10.1,1.256,19.184,2.731,5.109,2.988,5.562,25800.0,7.1667
765,100.0,95.56,4,15,10.12,1.256,15.972,2.746,5.038,3.003,5.413,26400.0,7.3333
765,100.0,96.73,4,14,10.02,1.265,21.218,2.617,4.905,2.853,5.245,27000.0,7.5
765,100.0,96.47,4,15,10.13,1.287,46.13,2.954,5.358,3.234,5.695,27600.0,7.6667
765,100.0,96.47,4,15,10.12,1.236,394.82,4.366,5.824,4.849,6.192,28200.0,7.8333
765,100.0,96.6,4,15,10.09,1.266,34.625,2.574,5.262,2.799,5.583,28800.0,8.0
765,100.0,96.99,4,14,10.12,1.25,19.816,2.685,4.46,2.931,4.876,29400.0,8.1667
765,100.0,96.21,4,16,10.06,1.257,13.726,2.662,4.764,2.906,5.178,30000.0,8.3333
765,100.0,96.21,4,16,10.08,1.255,13.634,2.73,4.749,2.984,5.144,30600.0,8.5
765,100.0,96.73,4,14,10.09,1.251,19.85,2.666,4.587,2.91,4.968,31200.0,8.6667
765,100.0,96.99,4,15,10.07,1.267,35.504,2.562,5.195,2.785,5.591,31800.0,8.8333
765,100.0,96.86,4,15,10.16,1.172,446.98,5.904,5.511,6.613,5.97,32400.0,9.0
765,100.0,96.47,4,15,10.06,1.285,44.804,2.769,5.61,3.021,5.95,33000.0,9.1667
765,100.0,96.73,4,14,10.09,1.265,21.085,2.672,4.733,2.916,5.1,33600.0,9.3333
765,100.0,96.21,4,16,10.12,1.254,16.107,2.719,4.98,2.969,5.353,34200.0,9.5
765,100.0,96.34,4,16,10.09,1.258,17.246,2.675,5.005,2.922,5.447,34800.0,9.6667
765,100.0,96.99,4,14,10.11,1.266,20.783,2.689,4.384,2.937,4.972,35400.0,9.8333
765,100.0,97.52,4,15,10.08,1.266,30.279,2.625,5.099,2.859,5.422,36000.0,10.0
765,100.0,95.82,4,15,10.08,1.31,139.352,3.879,5.891,4.294,6.289,36600.0,10.1667
765,100.0,96.6,4,15,10.12,1.274,57.004,3.107,5.706,3.407,6.085,37200.0,10.3333
765,100.0,97.52,4,15,10.08,1.245,22.957,2.581,4.916,2.81,5.285,37800.0,10.5
765,100.0,96.34,4,15,10.08,1.26,16.912,2.767,5.379,3.024,5.773,38400.0,10.6667
765,100.0,95.82,4,16,10.12,1.255,59.303,2.917,5.685,3.209,6.189,39000.0,10.8333
765,100.0,97.91,4,15,10.06,1.255,19.584,2.671,5.25,2.913,5.928,39600.0,11.0
765,100.0,97.52,4,15,10.15,1.242,26.795,2.699,4.664,2.948,4.965,40200.0,11.1667
765,100.0,95.82,4,15,10.04,1.296,84.568,3.191,5.857,3.503,6.23,40800.0,11.3333
765,100.0,97.12,4,15,10.1,1.302,80.464,2.987,5.682,3.271,6.069,41400.0,11.5
