lat,lon,sdcm_factor,sdcm_zone,uere_autonomous_m,uere_combined_m,uere_sdcm_m,cep_autonomous_m,cep_combined_m,cep_sdcm_m
46.0,156.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
46.0,158.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
46.0,160.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
46.0,162.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
46.0,164.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
46.0,166.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
46.0,168.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
46.0,170.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
46.0,172.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
46.0,174.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
46.0,176.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
46.0,178.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
46.0,180.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,20.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,22.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,24.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,26.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,28.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,30.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,32.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,34.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,36.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,38.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,40.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,42.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,44.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,46.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,48.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,50.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,52.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,54.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,56.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,58.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,60.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,62.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,64.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,66.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,68.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,70.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,72.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,74.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,76.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,78.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,80.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,82.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,84.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,86.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,88.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,90.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,92.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,94.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,96.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,98.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,100.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,102.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,104.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,106.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,108.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,110.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,112.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,114.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,116.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,118.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,120.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,122.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,124.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,126.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,128.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,130.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,132.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,134.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,136.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,138.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,140.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,142.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,144.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,146.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,148.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,150.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,152.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,154.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,156.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,158.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,160.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,162.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,164.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,166.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,168.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,170.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,172.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,174.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,176.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,178.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
48.0,180.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,20.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,22.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,24.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,26.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,28.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,30.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,32.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,34.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,36.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,38.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,40.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,42.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,44.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,46.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,48.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,50.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,52.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,54.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,56.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,58.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,60.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,62.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,64.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,66.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,68.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,70.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,72.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,74.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,76.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,78.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,80.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,82.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,84.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,86.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,88.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,90.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,92.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,94.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,96.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,98.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,100.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,102.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,104.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,106.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,108.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,110.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,112.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,114.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,116.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,118.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,120.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,122.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,124.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,126.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,128.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,130.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,132.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,134.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,136.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,138.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,140.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,142.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,144.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,146.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,148.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,150.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,152.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,154.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,156.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,158.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,160.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,162.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,164.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,166.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,168.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,170.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,172.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,174.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,176.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,178.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
50.0,180.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,20.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,22.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,24.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,26.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,28.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,30.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,32.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,34.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,36.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,38.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,40.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,42.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,44.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,46.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,48.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,50.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,52.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,54.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,56.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,58.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,60.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,62.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,64.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,66.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,68.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,70.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,72.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,74.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,76.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,78.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,80.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,82.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,84.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,86.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,88.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,90.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,92.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,94.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,96.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,98.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,100.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,102.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,104.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,106.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,108.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,110.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,112.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,114.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,116.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,118.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,120.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,122.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,124.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,126.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,128.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,130.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,132.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,134.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,136.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,138.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,140.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,142.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,144.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,146.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,148.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,150.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,152.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,154.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,156.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,158.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,160.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,162.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,164.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,166.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,168.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,170.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,172.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,174.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,176.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,178.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
52.0,180.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,20.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,22.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,24.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,26.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,28.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,30.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,32.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,34.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,36.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,38.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,40.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,42.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,44.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,46.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,48.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,50.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,52.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,54.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,56.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,58.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,60.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,62.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,64.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,66.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,68.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,70.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,72.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,74.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,76.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,78.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,80.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,82.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,84.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,86.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,88.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,90.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,92.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,94.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,96.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,98.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,100.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,102.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,104.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,106.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,108.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,110.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,112.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,114.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,116.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,118.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,120.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,122.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,124.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,126.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,128.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,130.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,132.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,134.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,136.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,138.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,140.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,142.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,144.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,146.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,148.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,150.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
54.0,152.0,1.0,sdcm_core,3.097,1.689,0.942,9.41,1.66,0.93
