time_s,time_h,Vladimir,Zheleznogorsk,Khabarovsk,Murmansk,Novosibirsk,Vladivostok,Yakutsk,Minsk,Almaty,Urumqi,Delhi,Yangon,Jakarta,Tehran,Johannesburg,Nairobi,Luanda,Havana,Caracas,Buenos_Aires
0.0,0.0,8,9,6,7,8,8,8,9,6,8,6,4,4,6,4,2,4,3,3,5
600.0,0.1667,9,9,6,7,9,5,8,9,4,8,7,4,4,6,4,2,4,3,3,5
1200.0,0.3333,10,9,6,7,10,5,8,9,6,8,7,4,4,6,4,3,4,3,4,4
1800.0,0.5,9,9,6,7,9,4,8,8,6,8,5,4,3,5,4,4,4,4,4,4
2400.0,0.6667,9,8,6,8,10,6,8,8,6,7,4,4,3,5,4,4,4,4,3,4
3000.0,0.8333,9,8,7,8,9,6,8,8,6,6,4,3,4,5,4,4,4,5,2,5
3600.0,1.0,9,8,8,8,9,6,8,8,7,6,4,3,4,5,4,4,5,4,3,5
4200.0,1.1667,10,8,8,8,9,6,8,8,7,6,4,4,3,5,5,4,4,4,3,6
4800.0,1.3333,10,9,10,9,9,6,8,8,8,6,4,4,3,5,7,4,3,4,3,7
5400.0,1.5,10,9,10,9,8,7,9,8,8,5,4,4,4,6,6,3,4,3,2,6
6000.0,1.6667,9,10,9,8,8,6,8,8,8,6,5,3,3,6,6,4,4,3,2,6
6600.0,1.8333,9,10,9,8,8,6,8,8,5,6,5,4,3,6,5,4,3,3,2,5
7200.0,2.0,8,9,8,8,7,6,8,9,5,6,6,3,3,5,4,3,3,3,2,5
7800.0,2.1667,8,9,7,8,7,6,8,10,5,8,6,3,3,5,4,2,4,3,2,4
8400.0,2.3333,8,9,6,8,8,3,8,8,6,8,6,4,3,6,4,2,4,3,3,4
9000.0,2.5,8,9,6,8,8,3,8,9,6,8,5,4,3,6,4,3,4,4,3,5
9600.0,2.6667,9,8,7,8,8,5,8,8,6,8,4,4,3,5,4,3,4,4,2,6
10200.0,2.8333,10,8,7,8,8,5,8,9,6,7,4,3,4,4,4,4,4,4,3,5
10800.0,3.0,10,8,7,8,8,5,8,9,6,6,4,3,4,5,4,4,5,4,4,5
11400.0,3.1667,10,8,7,9,10,5,9,8,7,6,4,3,3,5,5,3,4,4,4,6
12000.0,3.3333,10,8,8,9,10,5,9,8,7,6,4,3,3,5,6,3,3,4,4,6
12600.0,3.5,9,7,8,8,8,5,9,8,6,5,4,3,4,6,7,3,3,4,3,6
13200.0,3.6667,9,8,9,8,8,6,8,8,6,6,5,2,3,6,5,4,4,4,3,6
13800.0,3.8333,9,8,9,8,8,6,8,8,6,6,6,2,3,7,4,4,4,4,3,5
14400.0,4.0,9,8,8,8,8,6,8,8,3,6,6,3,3,5,4,3,3,4,2,5
15000.0,4.1667,8,9,7,8,8,5,8,8,4,7,5,4,3,5,4,2,3,4,2,4
15600.0,4.3333,8,9,7,8,9,3,8,8,5,7,5,4,3,5,4,2,4,5,3,4
16200.0,4.5,8,9,6,8,9,3,9,8,5,8,3,4,3,5,4,2,4,4,3,5
16800.0,4.6667,8,8,7,8,9,5,10,9,5,8,4,4,3,4,4,3,4,4,3,6
17400.0,4.8333,8,7,7,8,10,5,10,9,5,8,4,3,4,5,4,3,4,4,3,6
18000.0,5.0,8,6,7,9,10,5,10,9,5,6,4,2,4,5,5,3,4,4,4,6
18600.0,5.1667,9,7,6,10,9,5,10,8,5,6,4,3,4,5,6,3,4,5,4,6
19200.0,5.3333,9,7,6,8,8,5,9,8,6,5,4,3,3,5,6,2,2,4,3,5
19800.0,5.5,9,8,7,8,8,6,10,8,6,6,4,3,5,5,6,2,3,4,4,5
20400.0,5.6667,9,9,8,8,9,6,8,7,6,6,5,2,4,7,5,4,3,4,4,6
21000.0,5.8333,8,9,8,8,8,6,8,7,5,6,6,2,4,6,4,4,4,4,4,6
21600.0,6.0,8,9,8,8,8,7,8,8,3,6,5,2,4,5,4,3,3,4,4,4
22200.0,6.1667,7,9,6,8,8,6,8,8,5,6,5,3,4,5,4,2,3,4,3,4
22800.0,6.3333,8,8,6,8,8,6,9,9,5,7,4,3,4,4,4,2,3,5,4,5
23400.0,6.5,8,8,7,8,9,4,9,9,5,7,2,3,3,4,4,3,3,5,4,5
24000.0,6.6667,8,8,6,9,10,5,9,9,5,7,3,3,3,4,4,3,2,3,3,5
24600.0,6.8333,7,8,6,9,10,5,9,9,5,8,3,3,4,4,4,3,2,3,3,6
25200.0,7.0,7,8,6,9,10,5,9,9,5,7,4,4,4,5,5,2,3,5,4,7
25800.0,7.1667,8,8,6,8,10,5,8,8,5,4,4,4,4,5,6,2,3,5,4,6
26400.0,7.3333,8,8,6,8,9,6,9,8,6,5,4,4,4,5,5,2,2,4,4,5
27000.0,7.5,8,8,6,7,9,6,9,7,7,6,4,4,4,5,5,2,3,4,4,5
27600.0,7.6667,8,9,6,8,9,6,10,8,6,6,4,3,4,5,4,4,3,4,4,4
28200.0,7.8333,8,9,7,8,9,5,9,8,6,6,5,2,4,5,4,4,3,4,4,4
28800.0,8.0,8,9,8,8,8,5,9,8,4,6,4,2,4,4,4,3,2,4,4,4
29400.0,8.1667,7,9,8,8,9,6,10,10,5,6,4,2,4,4,4,3,2,4,4,5
30000.0,8.3333,8,10,8,8,8,6,10,10,5,6,4,3,4,4,4,3,2,4,4,5
30600.0,8.5,8,11,9,8,10,4,9,10,5,6,3,3,4,4,4,3,2,4,5,5
31200.0,8.6667,8,9,9,9,10,6,9,10,5,6,2,4,3,4,4,3,2,4,4,5
31800.0,8.8333,8,9,8,8,10,6,8,10,5,6,2,3,4,4,4,3,3,4,3,6
32400.0,9.0,8,8,8,8,10,6,8,9,6,6,2,3,5,4,5,3,3,4,4,7
33000.0,9.1667,9,8,8,8,10,6,8,9,6,5,2,4,5,4,5,3,3,4,5,5
33600.0,9.3333,8,8,8,8,9,6,8,9,6,4,2,4,4,4,5,2,2,3,4,5
34200.0,9.5,8,8,8,8,9,6,8,8,5,5,2,4,3,3,4,2,3,4,4,4
34800.0,9.6667,9,9,7,7,9,5,9,8,5,5,3,3,4,4,3,4,3,4,4,4
35400.0,9.8333,9,9,8,7,9,5,8,7,6,5,4,4,4,4,3,4,3,4,4,4
36000.0,10.0,10,9,8,7,9,5,9,8,6,5,4,4,4,3,3,4,2,3,4,3
36600.0,10.1667,8,10,8,7,9,5,9,9,4,5,4,3,4,4,3,3,3,4,4,4
37200.0,10.3333,8,10,7,7,9,5,10,10,6,5,4,4,4,4,3,4,3,4,4,4
37800.0,10.5,8,9,8,7,10,3,9,10,6,5,3,5,4,4,3,4,3,4,4,4
38400.0,10.6667,8,9,7,7,10,6,9,10,6,5,2,3,4,4,3,4,3,5,4,4
39000.0,10.8333,8,9,6,7,10,7,9,10,6,6,3,3,3,5,3,4,3,4,3,4
39600.0,11.0,8,10,6,7,10,7,9,9,6,5,3,3,5,5,5,4,3,4,5,6
40200.0,11.1667,9,10,6,7,9,6,9,9,6,5,3,4,5,4,5,4,3,3,5,5
40800.0,11.3333,9,8,6,7,9,5,9,9,5,4,2,4,4,3,4,3,2,3,4,4
41400.0,11.5,9,8,6,7,9,5,8,9,5,5,2,5,3,3,4,2,4,3,4,4
42000.0,11.6667,9,8,6,8,9,5,8,9,5,5,2,4,3,4,3,4,4,3,4,4
42600.0,11.8333,10,9,7,7,9,5,8,9,5,5,4,4,4,4,2,5,4,3,4,4
43200.0,12.0,10,10,7,7,9,5,8,9,5,5,4,4,4,3,3,4,4,3,4,4
43800.0,12.1667,9,10,7,6,9,5,8,8,3,5,4,3,4,3,3,4,4,4,5,4
44400.0,12.3333,10,10,7,7,10,5,8,9,6,6,5,5,4,4,3,4,4,4,5,4
45000.0,12.5,10,9,8,7,10,3,8,10,7,6,4,5,4,4,3,4,3,4,4,4
45600.0,12.6667,8,9,8,7,10,4,8,10,7,6,4,4,4,4,3,4,3,5,4,4
46200.0,12.8333,8,9,8,7,10,6,8,10,5,5,4,3,4,4,3,4,3,5,4,4
46800.0,13.0,8,9,7,7,10,6,8,9,5,6,4,3,3,4,5,4,4,5,4,4
47400.0,13.1667,9,9,6,7,9,6,8,9,5,6,4,4,4,4,4,4,4,4,4,5
48000.0,13.3333,9,9,7,7,9,6,8,9,5,4,4,5,4,4,4,4,3,4,4,4
48600.0,13.5,10,10,7,6,9,5,8,9,5,6,3,4,3,4,4,3,4,4,4,4
49200.0,13.6667,10,10,7,6,9,6,9,9,5,5,2,4,3,4,4,3,4,3,4,4
49800.0,13.8333,10,10,7,5,9,6,8,10,5,5,4,4,3,4,3,5,4,3,4,5
50400.0,14.0,9,10,6,5,9,6,8,10,5,5,5,4,4,3,3,4,4,3,4,5
51000.0,14.1667,9,10,7,5,10,6,9,10,3,6,5,4,4,4,3,4,4,4,5,5
51600.0,14.3333,9,9,7,6,10,6,9,9,5,6,6,5,4,4,3,4,4,4,4,5
52200.0,14.5,9,9,8,5,10,4,9,8,6,5,5,5,4,4,4,4,4,4,3,5
52800.0,14.6667,9,9,9,5,10,5,9,9,6,5,4,4,4,4,2,4,3,5,4,5
53400.0,14.8333,10,9,9,5,10,7,9,9,6,5,4,4,4,4,2,4,3,6,5,3
54000.0,15.0,10,9,8,5,8,6,8,9,6,5,4,3,2,4,4,4,4,4,4,4
54600.0,15.1667,8,9,8,5,9,7,8,9,5,5,4,5,4,4,4,4,5,4,4,4
55200.0,15.3333,10,9,8,5,9,7,8,9,6,4,4,5,4,4,4,4,3,4,4,3
55800.0,15.5,10,9,7,5,9,7,9,9,6,6,4,4,3,4,5,4,4,4,4,5
56400.0,15.6667,10,10,7,5,9,6,9,9,6,6,3,4,3,6,4,3,5,4,4,5
57000.0,15.8333,10,11,7,4,9,6,8,10,6,6,6,4,3,6,3,5,4,4,4,5
57600.0,16.0,9,11,6,4,9,6,8,10,6,5,5,4,3,5,3,4,4,3,4,5
58200.0,16.1667,9,10,6,4,10,6,8,10,4,5,6,5,3,5,3,4,4,4,4,5
58800.0,16.3333,9,9,7,5,10,5,8,10,5,5,6,4,3,5,3,4,4,4,4,5
59400.0,16.5,9,9,8,5,10,5,8,9,7,5,5,4,3,5,3,4,4,5,3,4
60000.0,16.6667,9,9,9,5,10,5,9,9,7,5,4,4,4,5,3,4,4,6,3,4
60600.0,16.8333,9,9,10,5,9,6,9,7,7,5,4,4,3,4,2,4,3,4,5,4
61200.0,17.0,9,9,10,6,8,8,9,8,7,5,4,4,2,4,4,4,5,4,4,5
61800.0,17.1667,10,9,10,6,8,8,9,8,6,5,4,5,4,5,4,4,4,3,3,4
62400.0,17.3333,11,9,8,6,8,8,9,9,6,4,4,5,4,5,5,4,4,4,4,4
63000.0,17.5,10,9,8,6,9,7,10,9,6,4,4,4,3,5,5,5,4,4,4,4
63600.0,17.6667,10,10,7,5,8,6,9,9,6,5,5,4,3,5,4,4,5,4,4,4
64200.0,17.8333,9,10,6,5,8,6,9,10,6,6,5,4,3,7,4,4,4,4,4,4
64800.0,18.0,9,10,6,5,8,6,9,10,5,6,6,4,3,6,4,4,4,4,3,4
65400.0,18.1667,9,8,6,6,10,6,8,10,5,6,6,5,3,5,4,4,4,3,4,4
66000.0,18.3333,9,10,6,7,10,4,8,10,6,5,5,5,3,5,4,4,4,4,4,4
66600.0,18.5,9,10,6,7,10,6,8,10,7,6,4,3,3,5,4,4,4,6,3,4
67200.0,18.6667,9,9,8,7,9,6,8,8,8,6,4,4,4,5,4,4,4,5,3,4
