time_s,time_h,Vladimir,Zheleznogorsk,Khabarovsk,Murmansk,Novosibirsk,Vladivostok,Yakutsk,Minsk,Almaty,Urumqi,Delhi,Yangon,Jakarta,Tehran,Johannesburg,Nairobi,Luanda,Havana,Caracas,Buenos_Aires
0.0,0.0,3,3,1,4,2,2,4,3,2,2,2,1,1,2,1,1,2,2,1,0
600.0,0.1667,3,4,2,4,2,3,4,3,3,1,2,2,0,2,0,1,2,2,1,0
1200.0,0.3333,3,4,2,5,2,3,4,3,3,1,2,2,0,2,1,1,2,2,1,0
1800.0,0.5,2,4,2,5,2,3,4,3,3,1,2,2,0,2,1,1,1,1,1,0
2400.0,0.6667,2,4,2,5,2,2,4,3,2,1,2,2,0,2,1,2,1,1,1,1
3000.0,0.8333,2,4,1,5,3,2,4,2,2,1,2,2,0,2,2,2,2,2,1,2
3600.0,1.0,2,4,1,4,3,2,4,2,2,1,1,2,0,2,2,2,2,1,1,2
4200.0,1.1667,2,4,1,4,2,2,4,2,2,1,1,2,0,2,2,2,2,2,1,2
4800.0,1.3333,2,4,1,4,3,2,3,2,1,1,1,2,0,2,2,2,2,2,1,2
5400.0,1.5,3,4,1,4,3,2,3,2,1,1,2,2,0,2,2,1,1,2,0,2
6000.0,1.6667,4,4,1,4,3,1,3,2,1,1,2,2,0,2,1,1,1,2,0,2
6600.0,1.8333,4,2,1,4,3,1,3,3,1,1,2,1,0,2,1,1,1,2,0,2
7200.0,2.0,4,2,2,4,3,1,3,3,2,1,2,1,0,2,1,1,1,2,0,2
7800.0,2.1667,4,2,2,4,3,2,3,3,2,2,2,2,0,2,1,1,2,2,0,2
8400.0,2.3333,4,2,2,4,2,2,4,3,2,2,2,1,0,1,1,2,2,2,1,2
9000.0,2.5,4,3,2,4,2,2,3,4,2,2,2,1,0,2,1,1,2,2,1,2
9600.0,2.6667,4,4,2,4,2,2,2,4,2,2,2,1,0,3,1,1,2,2,1,2
10200.0,2.8333,4,4,2,3,2,3,2,4,3,1,2,2,1,2,1,1,2,2,1,1
10800.0,3.0,3,4,2,3,2,3,2,4,3,1,2,2,1,2,2,1,2,2,1,1
11400.0,3.1667,2,4,3,3,2,3,2,4,3,1,2,2,1,2,2,2,1,1,1,1
12000.0,3.3333,2,4,2,3,3,2,2,4,3,2,1,2,1,2,2,2,1,1,1,2
12600.0,3.5,2,4,2,3,3,2,3,4,1,2,0,2,1,2,2,1,1,2,1,2
13200.0,3.6667,2,4,2,4,4,2,4,3,1,2,1,2,1,2,2,1,1,1,1,2
13800.0,3.8333,2,4,2,4,4,2,4,3,1,2,1,2,1,2,2,1,1,2,2,2
14400.0,4.0,2,4,1,4,4,2,4,2,1,2,1,2,2,2,2,1,1,2,2,2
15000.0,4.1667,2,4,2,4,4,2,3,2,1,2,1,2,2,2,2,1,1,2,2,2
15600.0,4.3333,2,4,2,4,4,2,3,2,1,2,1,2,1,2,2,1,1,2,1,2
16200.0,4.5,3,4,2,5,4,2,3,2,1,2,1,1,1,2,2,1,1,2,1,2
16800.0,4.6667,3,4,2,5,4,2,3,3,1,2,1,1,1,2,2,2,1,2,0,2
17400.0,4.8333,3,3,2,5,3,2,3,3,1,2,2,2,1,2,2,2,1,2,1,2
18000.0,5.0,3,2,2,5,3,2,3,3,1,2,2,2,1,3,2,2,0,2,1,2
18600.0,5.1667,2,2,2,5,3,2,2,3,1,3,2,1,1,2,2,2,0,2,1,2
19200.0,5.3333,2,3,2,5,2,2,2,3,1,2,2,1,1,3,1,1,1,2,1,2
19800.0,5.5,2,4,2,5,2,2,2,3,1,1,1,2,1,2,1,1,1,2,1,2
20400.0,5.6667,3,4,1,5,2,2,3,3,2,2,1,2,1,2,0,1,1,2,1,3
21000.0,5.8333,2,4,1,4,2,2,2,4,2,2,1,2,1,2,2,2,1,1,1,2
21600.0,6.0,2,4,1,4,3,2,2,4,2,2,1,2,1,2,2,2,1,1,2,2
