time_s,time_h,Vladimir,Zheleznogorsk,Khabarovsk,Murmansk,Novosibirsk,Vladivostok,Yakutsk,Minsk,Almaty,Urumqi,Delhi,Yangon,Jakarta,Tehran,Johannesburg,Nairobi,Luanda,Havana,Caracas,Buenos_Aires
0.0,0.0,10,9,7,11,9,4,9,10,6,5,4,3,4,4,6,4,3,5,4,5
600.0,0.1667,10,10,8,11,10,5,8,9,6,4,6,3,3,4,5,4,3,6,4,4
1200.0,0.3333,9,10,7,10,9,5,9,9,7,6,6,3,3,4,5,5,5,5,4,4
1800.0,0.5,9,9,8,11,9,5,9,8,8,6,6,4,3,5,4,5,5,3,5,4
2400.0,0.6667,10,9,8,11,10,5,10,9,5,5,5,4,3,5,4,5,5,3,5,4
3000.0,0.8333,10,9,8,12,10,5,10,9,6,5,6,6,3,5,4,4,4,3,4,7
3600.0,1.0,11,9,8,12,9,5,10,9,5,5,5,6,4,4,5,5,4,3,4,7
4200.0,1.1667,10,10,8,12,9,5,10,10,5,5,5,5,3,4,7,4,4,4,3,6
4800.0,1.3333,9,8,8,12,9,4,9,10,5,5,4,3,3,4,6,4,4,5,3,6
5400.0,1.5,10,8,7,12,9,4,9,10,5,6,4,3,4,5,6,4,3,5,3,6
6000.0,1.6667,10,10,7,12,9,4,9,9,6,5,5,3,3,5,5,4,3,6,3,5
6600.0,1.8333,9,10,7,12,10,4,8,9,6,6,6,3,3,5,4,5,3,6,3,4
7200.0,2.0,9,10,7,11,9,5,9,9,6,5,7,3,3,5,5,5,4,3,4,4
7800.0,2.1667,10,9,8,12,10,5,9,9,5,5,6,4,3,6,4,4,4,3,5,4
8400.0,2.3333,9,9,8,12,10,5,10,9,5,5,6,5,3,5,4,4,6,3,4,6
9000.0,2.5,9,9,8,13,9,6,10,9,5,5,5,6,3,4,4,5,4,3,4,7
9600.0,2.6667,10,9,8,13,9,5,10,9,5,5,5,6,3,4,5,4,4,3,4,7
10200.0,2.8333,10,9,9,12,10,5,9,10,5,5,5,4,3,4,6,4,4,4,3,6
10800.0,3.0,11,8,7,12,9,5,9,9,5,5,4,3,3,5,7,4,4,5,3,6
11400.0,3.1667,9,9,7,12,9,5,9,8,5,6,4,3,3,5,6,3,3,5,3,6
