n_points,coverage_4sats_pct,coverage_good_pdop_pct,n_sats_min,n_sats_max,n_sats_mean,pdop_min,pdop_max,pdop_mean,pdop_p95,gdop_mean,gdop_p95,time_s,time_h
765,100.0,95.16,4,16,10.34,1.145,411.093,3.913,5.773,4.277,6.344,0.0,0.0
765,100.0,98.56,4,16,10.33,1.129,40.467,2.767,4.36,2.984,4.709,600.0,0.1667
765,100.0,97.25,4,16,10.34,1.172,18.174,2.717,4.39,2.932,4.66,1200.0,0.3333
765,100.0,97.12,4,16,10.35,1.199,87.984,2.921,5.12,3.158,5.521,1800.0,0.5
765,100.0,95.69,4,15,10.35,1.223,14.139,2.766,5.694,2.983,6.109,2400.0,0.6667
765,100.0,96.08,4,16,10.26,1.225,80.873,3.108,5.717,3.367,6.085,3000.0,0.8333
765,100.0,94.77,4,16,10.34,1.216,21.436,2.823,6.04,3.046,6.459,3600.0,1.0
765,100.0,96.86,4,16,10.33,1.188,14.366,2.729,5.173,2.944,5.543,4200.0,1.1667
765,100.0,98.04,4,16,10.34,1.185,63.624,2.876,4.417,3.113,4.751,4800.0,1.3333
765,100.0,97.12,4,16,10.3,1.152,16.865,2.762,4.422,2.983,4.811,5400.0,1.5
765,100.0,95.56,4,16,10.31,1.145,41.231,2.914,5.813,3.159,6.293,6000.0,1.6667
765,99.61,97.78,3,16,10.27,1.148,11.358,2.697,4.652,2.909,5.043,6600.0,1.8333
765,100.0,99.22,4,16,10.33,1.182,24.201,2.66,4.311,2.868,4.523,7200.0,2.0
765,100.0,98.04,4,16,10.33,1.182,8.003,2.649,4.821,2.855,5.255,7800.0,2.1667
765,100.0,96.99,4,15,10.33,1.205,15.629,2.746,5.615,2.961,6.118,8400.0,2.3333
765,100.0,95.69,4,16,10.3,1.2,121.301,3.296,5.923,3.584,6.284,9000.0,2.5
765,100.0,95.29,4,16,10.33,1.202,19.187,2.797,5.83,3.017,6.193,9600.0,2.6667
765,100.0,96.47,4,16,10.38,1.206,17.655,2.777,5.418,2.999,5.888,10200.0,2.8333
765,100.0,97.91,4,16,10.35,1.181,15.303,2.7,4.641,2.912,5.002,10800.0,3.0
765,100.0,100.0,4,16,10.29,1.146,5.313,2.597,4.22,2.796,4.497,11400.0,3.1667
765,100.0,98.82,4,16,10.33,1.145,13.464,2.627,4.201,2.829,4.492,12000.0,3.3333
765,100.0,99.22,4,16,10.31,1.145,9.954,2.61,4.153,2.811,4.433,12600.0,3.5
765,100.0,98.82,4,16,10.28,1.17,6.505,2.652,4.293,2.859,4.57,13200.0,3.6667
