n_points,coverage_4sats_pct,coverage_good_pdop_pct,n_sats_min,n_sats_max,n_sats_mean,pdop_min,pdop_max,pdop_mean,pdop_p95,gdop_mean,gdop_p95,time_s,time_h
2701,74.53,44.21,0,11,5.25,1.618,1018389.39,7654.266,7097.855,8461.965,7423.093,0.0,0.0
2701,77.75,45.98,0,11,5.31,1.647,3303.91,30.1,57.35,32.928,72.302,600.0,0.1667
2701,73.94,46.13,0,12,5.28,1.498,1000.592,22.305,71.736,23.994,77.971,1200.0,0.3333
2701,75.64,46.46,0,12,5.3,1.703,1908.949,31.209,116.133,33.557,153.229,1800.0,0.5
2701,74.23,47.46,0,11,5.33,1.611,4848.379,40.612,91.997,42.97,93.562,2400.0,0.6667
2701,76.38,47.91,0,11,5.31,1.721,21005.089,157.41,403.785,168.337,431.786,3000.0,0.8333
2701,73.49,48.06,0,12,5.31,1.699,2116.533,21.497,74.407,23.037,81.93,3600.0,1.0
2701,75.82,47.13,0,12,5.3,1.686,1143.781,28.379,125.817,30.602,171.024,4200.0,1.1667
2701,74.23,45.91,0,12,5.3,1.566,1916.528,26.974,79.106,29.156,82.697,4800.0,1.3333
2701,77.05,45.13,0,11,5.3,1.677,4552.749,41.038,57.059,45.192,60.617,5400.0,1.5
2701,74.79,44.02,0,11,5.27,1.614,6227.802,110.339,378.235,118.488,393.81,6000.0,1.6667
2701,77.53,45.61,0,11,5.32,1.648,6689.446,41.395,68.532,45.603,75.526,6600.0,1.8333
2701,73.42,45.83,0,12,5.27,1.502,1118.821,21.953,60.949,23.622,66.208,7200.0,2.0
2701,75.79,47.46,0,12,5.31,1.682,855.365,27.573,113.787,29.641,147.48,7800.0,2.1667
2701,73.34,47.76,0,11,5.3,1.627,3574.613,34.674,83.365,36.694,84.992,8400.0,2.3333
2701,77.86,48.69,0,11,5.33,1.596,9258.901,90.12,336.718,100.871,347.331,9000.0,2.5
2701,74.23,47.65,0,12,5.32,1.584,2384.222,25.243,111.587,27.393,118.325,9600.0,2.6667
2701,76.08,47.76,0,12,5.3,1.736,1283.182,27.007,131.816,29.122,137.743,10200.0,2.8333
2701,73.94,46.21,0,11,5.29,1.581,111572.055,412.894,84.851,453.199,96.739,10800.0,3.0
2701,76.9,45.06,0,11,5.29,1.686,1689.842,21.455,61.356,23.465,65.08,11400.0,3.1667
2701,73.23,42.35,0,11,5.23,1.611,2011.597,58.171,232.998,63.39,242.916,12000.0,3.3333
2701,76.9,44.35,0,11,5.3,1.63,613907.512,1794.898,67.258,2011.164,71.965,12600.0,3.5
2701,73.49,45.17,0,12,5.27,1.507,1266.98,23.114,69.33,25.068,93.991,13200.0,3.6667
2701,75.93,47.83,0,11,5.31,1.686,1521.386,28.672,111.482,30.893,137.796,13800.0,3.8333
2701,74.23,48.35,0,11,5.31,1.628,1581.954,25.302,76.315,27.036,78.039,14400.0,4.0
