n_points,coverage_4sats_pct,coverage_good_pdop_pct,n_sats_min,n_sats_max,n_sats_mean,pdop_min,pdop_max,pdop_mean,pdop_p95,gdop_mean,gdop_p95,time_s,time_h
765,100.0,96.08,7,20,13.44,0.991,8.856,2.073,5.748,2.258,6.267,0.0,0.0
765,100.0,98.17,6,20,13.48,0.968,6.497,1.979,5.035,2.155,5.433,600.0,0.1667
765,100.0,100.0,6,19,13.54,1.006,5.242,1.847,2.933,2.011,3.249,1200.0,0.3333
765,100.0,100.0,6,21,13.53,0.98,3.764,1.851,3.261,2.016,3.656,1800.0,0.5
765,100.0,100.0,6,20,13.43,1.008,5.407,1.932,4.354,2.104,4.86,2400.0,0.6667
765,100.0,96.08,7,20,13.42,0.985,8.242,2.054,5.411,2.237,5.877,3000.0,0.8333
765,100.0,94.9,7,20,13.38,0.987,7.788,2.093,5.996,2.283,6.57,3600.0,1.0
765,100.0,100.0,6,19,13.45,1.008,5.005,1.889,3.211,2.056,3.553,4200.0,1.1667
765,100.0,100.0,6,20,13.51,0.999,3.56,1.852,3.264,2.017,3.553,4800.0,1.3333
765,100.0,100.0,6,19,13.5,1.007,4.541,1.848,2.958,2.011,3.218,5400.0,1.5
765,100.0,97.39,6,20,13.49,0.976,7.045,1.965,4.823,2.139,5.311,6000.0,1.6667
765,100.0,96.6,7,20,13.47,0.994,8.783,2.037,5.181,2.217,5.646,6600.0,1.8333
765,100.0,100.0,6,20,13.39,0.97,5.965,1.979,4.808,2.156,5.268,7200.0,2.0
765,100.0,100.0,6,21,13.4,0.984,3.926,1.875,3.174,2.044,3.55,7800.0,2.1667
765,100.0,100.0,6,21,13.39,0.983,3.884,1.881,3.075,2.051,3.465,8400.0,2.3333
765,100.0,100.0,6,20,13.42,0.969,5.845,1.959,4.66,2.133,5.135,9000.0,2.5
765,100.0,97.12,7,20,13.5,0.995,8.712,1.995,5.02,2.171,5.465,9600.0,2.6667
765,100.0,97.39,6,20,13.48,0.978,7.19,1.953,4.811,2.125,5.301,10200.0,2.8333
765,100.0,100.0,6,20,13.46,1.007,4.63,1.859,3.018,2.023,3.268,10800.0,3.0
765,100.0,100.0,6,20,13.47,0.999,3.538,1.856,3.241,2.022,3.535,11400.0,3.1667
765,100.0,100.0,6,19,13.4,1.008,4.914,1.903,4.133,2.074,4.542,12000.0,3.3333
765,100.0,95.29,6,20,13.37,0.985,7.645,2.089,5.884,2.278,6.448,12600.0,3.5
765,100.0,95.82,7,20,13.43,0.987,8.37,2.07,5.651,2.255,6.166,13200.0,3.6667
765,100.0,100.0,6,20,13.46,1.008,5.514,1.924,4.389,2.093,4.871,13800.0,3.8333
