n_points,coverage_4sats_pct,coverage_good_pdop_pct,n_sats_min,n_sats_max,n_sats_mean,pdop_min,pdop_max,pdop_mean,pdop_p95,gdop_mean,gdop_p95,time_s,time_h
2701,65.09,41.8,0,10,4.2,1.531,2587287.578,25462.967,4095.325,26858.45,4224.615,0.0,0.0
2701,62.46,41.28,0,10,4.14,1.518,3100.675,33.623,75.108,36.674,78.927,600.0,0.1667
2701,65.2,41.91,0,10,4.15,1.571,2160.1,25.128,73.088,27.434,82.775,1200.0,0.3333
2701,64.68,44.95,0,9,4.15,1.497,1315.953,21.999,51.219,23.409,57.102,1800.0,0.5
2701,64.01,42.95,0,10,4.13,1.493,2368.198,41.001,125.116,43.424,151.41,2400.0,0.6667
2701,64.46,45.91,0,10,4.17,1.691,1311735.074,4588.908,86.129,4833.772,95.16,3000.0,0.8333
2701,63.98,43.43,0,10,4.13,1.492,2121.635,31.56,140.871,33.618,156.53,3600.0,1.0
2701,64.53,46.43,0,10,4.15,1.644,1230.368,21.485,51.799,22.863,54.348,4200.0,1.1667
2701,64.61,42.8,0,10,4.15,1.571,3704.425,39.761,69.718,42.96,76.789,4800.0,1.3333
2701,62.38,41.02,0,10,4.13,1.52,1931.436,34.573,98.102,37.427,99.102,5400.0,1.5
2701,65.05,42.87,0,10,4.2,1.52,5574.083,60.742,240.127,65.658,246.716,6000.0,1.6667
2701,62.68,41.47,0,10,4.15,1.517,6367.778,46.692,63.099,51.539,64.343,6600.0,1.8333
2701,64.46,42.28,0,10,4.14,1.576,1738.566,24.653,54.379,26.964,57.31,7200.0,2.0
2701,64.86,43.69,0,10,4.15,1.494,1437.111,25.597,56.339,27.122,62.665,7800.0,2.1667
2701,63.87,42.65,0,10,4.12,1.496,8925.607,67.915,120.497,73.123,143.406,8400.0,2.3333
2701,64.46,43.47,0,10,4.17,1.687,13726.666,68.207,64.473,71.575,71.285,9000.0,2.5
2701,63.79,43.02,0,10,4.13,1.491,1875.499,31.24,93.343,33.649,103.679,9600.0,2.6667
2701,64.61,46.35,0,10,4.15,1.651,733.797,17.33,44.557,18.535,49.891,10200.0,2.8333
2701,64.61,42.24,0,10,4.16,1.452,5166.086,39.003,48.0,42.854,54.424,10800.0,3.0
2701,62.75,41.98,0,10,4.14,1.526,2556.832,46.052,140.932,49.568,142.419,11400.0,3.1667
2701,64.61,42.87,0,10,4.18,1.51,2971.665,52.406,163.877,55.949,171.893,12000.0,3.3333
2701,62.31,41.61,0,10,4.13,1.517,1507954.961,5395.458,53.851,6079.984,54.408,12600.0,3.5
2701,64.38,43.61,0,10,4.15,1.616,930.658,19.89,46.975,21.835,52.883,13200.0,3.6667
2701,63.35,42.65,0,10,4.13,1.492,1581.367,22.346,38.396,23.722,39.595,13800.0,3.8333
2701,64.24,43.98,0,10,4.15,1.499,3318.113,38.26,113.567,40.582,136.174,14400.0,4.0
2701,64.27,42.84,0,10,4.16,1.517,4243.544,43.867,51.857,46.881,57.374,15000.0,4.1667
2701,64.16,42.95,0,10,4.14,1.49,1678.673,28.558,81.263,30.484,90.046,15600.0,4.3333
2701,64.46,45.21,0,10,4.14,1.615,705.044,15.948,40.622,17.09,43.959,16200.0,4.5
2701,63.79,42.06,0,9,4.14,1.538,18447.696,95.738,46.896,107.169,52.42,16800.0,4.6667
2701,63.57,41.91,0,10,4.15,1.507,4632.316,69.017,207.716,73.893,214.376,17400.0,4.8333
2701,65.35,43.02,0,10,4.17,1.501,2033.476,43.085,138.679,46.545,144.605,18000.0,5.0
2701,62.83,42.13,0,10,4.14,1.518,6823.788,45.42,49.212,49.967,51.169,18600.0,5.1667
2701,64.61,44.35,0,10,4.17,1.628,651.509,15.639,37.992,16.811,41.277,19200.0,5.3333
2701,63.2,42.65,0,10,4.12,1.49,2041.905,32.151,75.774,34.533,78.383,19800.0,5.5
2701,64.46,42.95,0,10,4.15,1.503,4551.12,46.178,66.227,49.777,68.292,20400.0,5.6667
2701,65.12,43.06,0,10,4.14,1.509,2523.412,35.08,112.768,37.433,133.775,21000.0,5.8333
2701,63.79,42.72,0,10,4.15,1.49,1517.635,25.461,58.601,27.215,65.042,21600.0,6.0
2701,64.61,44.65,0,10,4.15,1.603,755.675,16.906,42.044,18.098,45.626,22200.0,6.1667
2701,63.16,41.24,0,9,4.13,1.535,10575.588,59.237,52.73,65.816,55.228,22800.0,6.3333
2701,64.12,42.21,0,10,4.15,1.515,12522.474,113.04,188.016,120.107,196.788,23400.0,6.5
2701,64.9,43.61,0,10,4.16,1.586,14193.344,83.62,144.133,88.894,145.584,24000.0,6.6667
2701,62.9,40.73,0,10,4.14,1.52,3513.702,43.271,65.662,46.709,74.056,24600.0,6.8333
2701,64.83,45.32,0,10,4.16,1.64,708.851,16.876,40.008,18.081,44.642,25200.0,7.0
2701,64.01,42.43,0,10,4.13,1.489,1972.007,30.153,119.836,32.094,122.311,25800.0,7.1667
2701,65.05,42.5,0,10,4.16,1.508,11847.396,63.191,70.123,66.448,78.029,26400.0,7.3333
2701,64.24,43.61,0,10,4.13,1.504,1800.165,24.393,111.784,26.183,123.047,27000.0,7.5
2701,62.83,42.8,0,10,4.14,1.491,1383.397,22.643,41.51,24.021,44.108,27600.0,7.6667
2701,63.94,43.61,0,10,4.13,1.591,819.218,18.165,43.588,19.456,49.005,28200.0,7.8333
2701,63.12,40.13,0,10,4.13,1.529,3955.593,36.557,55.357,40.094,57.115,28800.0,8.0
2701,65.12,42.13,0,10,4.17,1.522,12730.112,84.963,275.64,92.106,299.271,29400.0,8.1667
2701,64.83,42.8,0,10,4.17,1.602,2473.697,37.217,99.138,40.288,103.178,30000.0,8.3333
2701,63.01,41.24,0,10,4.14,1.522,2417.863,29.466,63.336,31.969,71.531,30600.0,8.5
2701,65.38,46.95,0,10,4.18,1.653,777.216,16.792,44.172,17.964,45.99,31200.0,8.6667
