time_s,time_h,Vladimir,Zheleznogorsk,Khabarovsk,Murmansk,Novosibirsk,Vladivostok,Yakutsk,Minsk,Almaty,Urumqi,Delhi,Yangon,Jakarta,Tehran,Johannesburg,Nairobi,Luanda,Havana,Caracas,Buenos_Aires
0.0,0.0,8,7,9,2,7,7,6,7,9,7,5,4,4,6,5,3,4,3,2,6
600.0,0.1667,8,6,9,2,7,7,6,7,9,7,4,4,4,6,5,3,5,3,4,6
1200.0,0.3333,9,7,9,2,6,7,5,7,10,8,5,4,4,6,6,3,4,4,4,6
1800.0,0.5,9,7,9,2,6,8,5,7,9,8,5,5,4,6,6,4,4,4,5,6
2400.0,0.6667,7,6,9,2,6,9,5,7,9,9,5,6,5,6,5,4,5,6,4,6
3000.0,0.8333,7,7,8,2,6,9,5,7,9,9,5,6,4,7,5,4,5,6,4,6
3600.0,1.0,7,7,8,2,6,10,5,7,8,9,6,4,3,8,5,4,5,6,5,6
4200.0,1.1667,7,7,7,1,6,9,6,6,8,9,6,4,3,6,5,4,4,5,5,6
4800.0,1.3333,6,6,7,1,6,10,6,6,8,10,6,2,3,6,6,4,3,5,4,6
5400.0,1.5,6,6,8,1,7,9,6,7,7,9,6,3,4,6,6,5,5,5,3,6
6000.0,1.6667,7,6,8,1,7,9,5,7,7,9,5,4,4,6,5,6,5,4,2,6
6600.0,1.8333,7,6,9,1,7,7,5,7,7,9,5,4,4,6,5,5,5,3,2,6
7200.0,2.0,7,6,9,2,6,7,5,6,7,7,3,4,3,6,5,5,4,3,2,8
7800.0,2.1667,7,6,10,2,6,7,4,6,8,7,4,4,3,6,5,2,3,3,4,6
8400.0,2.3333,7,6,10,2,6,7,5,6,9,8,5,4,3,6,6,2,4,5,4,6
9000.0,2.5,7,6,10,2,6,7,5,6,9,8,5,5,3,6,6,3,4,5,4,6
9600.0,2.6667,8,5,8,2,7,7,5,6,9,8,5,6,4,6,5,3,5,6,3,6
10200.0,2.8333,7,7,8,1,7,7,5,6,9,7,5,5,4,6,5,3,5,6,3,6
10800.0,3.0,7,7,8,1,7,9,5,6,10,8,6,5,4,7,5,4,5,5,4,6
11400.0,3.1667,7,7,6,1,7,9,6,7,9,9,6,3,4,8,5,4,3,5,4,6
12000.0,3.3333,7,7,7,1,7,10,6,7,8,9,6,2,4,6,6,4,3,5,4,6
12600.0,3.5,7,6,7,1,7,10,6,7,8,9,6,2,5,5,6,4,4,5,4,6
13200.0,3.6667,6,6,7,1,7,8,6,6,7,9,5,2,5,6,5,5,5,4,4,6
13800.0,3.8333,6,6,7,1,7,8,4,7,7,9,4,2,5,6,5,5,5,4,3,6
14400.0,4.0,5,6,7,2,7,8,4,7,7,9,4,3,3,6,5,4,4,4,4,6
15000.0,4.1667,6,6,8,2,8,8,4,7,7,9,4,3,3,7,5,2,3,4,5,8
15600.0,4.3333,7,6,9,1,7,8,4,7,7,9,4,3,3,7,6,2,3,4,4,7
16200.0,4.5,7,6,9,1,6,7,4,7,9,8,4,4,3,6,6,2,3,6,4,6
16800.0,4.6667,7,6,9,1,6,7,4,7,9,7,5,5,4,6,5,2,5,6,3,6
17400.0,4.8333,7,7,9,1,7,7,4,7,9,7,5,5,5,6,5,3,5,6,3,6
18000.0,5.0,6,7,9,1,7,7,4,7,10,7,6,4,5,6,5,3,4,6,4,6
18600.0,5.1667,6,6,8,1,7,8,5,8,9,7,6,4,6,6,5,3,4,4,4,6
19200.0,5.3333,6,7,8,1,7,9,5,8,8,9,6,4,4,4,6,3,3,5,5,6
19800.0,5.5,6,6,7,2,7,8,4,9,8,9,5,3,4,5,5,3,4,5,5,6
20400.0,5.6667,6,6,7,2,8,8,5,8,8,9,4,2,5,5,5,4,4,4,4,6
21000.0,5.8333,6,6,7,2,9,8,5,8,8,10,4,2,4,6,5,4,3,4,4,6
21600.0,6.0,6,6,7,2,9,8,4,7,8,9,4,2,4,6,4,5,4,5,4,6
22200.0,6.1667,6,6,7,1,9,9,4,6,7,10,4,2,4,7,5,3,3,5,4,6
22800.0,6.3333,7,6,7,1,8,9,5,6,7,9,4,2,3,7,6,3,3,4,5,8
23400.0,6.5,6,6,8,1,7,9,5,6,7,9,4,3,3,6,5,3,3,6,5,6
24000.0,6.6667,7,6,9,1,7,9,4,7,7,8,4,4,4,6,5,3,3,6,3,6
24600.0,6.8333,7,7,9,1,6,9,4,7,8,8,4,5,5,6,5,3,3,6,3,5
25200.0,7.0,6,7,9,1,6,8,4,7,9,7,3,5,5,6,5,2,3,6,3,6
25800.0,7.1667,6,7,9,2,6,7,4,8,8,7,5,5,6,5,5,2,3,4,5,6
26400.0,7.3333,6,7,9,2,7,8,5,9,8,7,6,5,5,5,5,2,2,4,5,6
27000.0,7.5,6,6,9,2,7,8,5,9,8,7,5,4,4,3,5,2,3,4,5,6
27600.0,7.6667,6,5,8,2,8,7,5,9,8,9,5,4,5,4,5,5,3,4,4,6
28200.0,7.8333,6,6,7,2,9,7,6,9,9,9,5,4,4,7,5,5,3,4,5,6
28800.0,8.0,6,7,7,2,9,7,6,8,9,9,5,3,4,7,5,5,3,5,5,6
29400.0,8.1667,6,7,7,2,8,8,4,8,9,10,5,2,4,8,4,4,3,5,4,6
